"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,259,60,75,90,"ME",0,0.86,3.125,"1",2097
1,259,60,75,90,"ME",0,1.43,3.125,"1",2097
1,259,60,75,90,"ME",0,1.43,3.125,"1b",2098
2,259,60,75,90,"ME",0,1.14,3.125,"1b",2098
2,259,60,75,90,"ME",0,1.14,3.125,"2",2099
3,259,60,75,90,"ME",0,1.71,3.125,"2",2099
4,259,60,75,90,"ME",0,1.43,3.125,"2",2099
5,259,60,75,90,"ME",0,1.71,3.125,"2",2099
6,259,60,75,90,"ME",0,0.86,3.125,"2",2099
7,259,60,75,90,"ME",0,2,3.125,"2",2099
8,259,60,75,90,"ME",0,1.14,3.125,"2",2099
9,259,60,75,90,"ME",0,2,3.125,"2",2099
10,259,60,75,90,"ME",0,1.71,3.125,"2",2099
11,259,60,75,90,"ME",0,2.86,3.125,"2",2099
12,259,60,75,90,"ME",0,1.86,3.125,"2",2099
13,259,60,75,90,"ME",0,1.86,3.125,"2",2099
14,259,60,75,90,"ME",0,1.57,3.125,"2",2099
15,259,60,75,90,"ME",0,2.43,3.125,"2",2099
16,259,60,75,90,"ME",0,2.14,3.125,"2",2099
17,259,60,75,90,"ME",0,2.57,3.125,"2",2099
18,259,60,75,90,"ME",0,2.14,3.125,"2",2099
19,259,60,75,90,"ME",0,1.29,3.125,"2",2099
20,259,60,75,90,"ME",0,1.43,3.125,"2",2099
21,259,60,75,90,"ME",0,1.43,3.125,"2",2099
22,259,60,75,90,"ME",0,2.71,3.125,"2",2099
23,259,60,75,90,"ME",0,1.43,3.125,"2",2099
24,259,60,75,90,"ME",0,1.43,3.125,"2",2099
25,259,60,75,90,"ME",0,0.71,3.125,"2",2099
26,259,60,75,90,"ME",0,1.29,3.125,"2",2099
27,259,60,75,90,"ME",0,0.86,3.125,"2",2099
28,259,60,75,90,"ME",0,1.71,3.125,"2",2099
29,259,60,75,90,"ME",0,1.57,3.125,"2",2099
30,259,60,75,90,"ME",0,1.86,3.125,"2",2099
31,259,60,75,90,"ME",0,2.71,3.125,"2",2099
32,259,60,75,90,"ME",0,3.86,3.125,"2",2099
33,259,60,75,90,"ME",0,5.71,3.125,"2",2099
34,259,60,75,90,"ME",0,5.86,3.125,"2",2099
35,259,60,75,90,"ME",0,4.43,3.125,"2",2099
36,259,60,75,90,"ME",0,3.14,3.125,"2",2099
37,259,60,75,90,"ME",0,3.43,3.125,"2",2099
38,259,60,75,90,"ME",0,2.14,3.125,"2",2099
39,259,60,75,90,"ME",0,3.29,3.125,"2",2099
40,259,60,75,90,"ME",0,3.29,3.125,"2",2099
41,259,60,75,90,"ME",0,4.29,3.125,"2",2099
42,259,60,75,90,"ME",0,3.43,3.125,"2",2099
43,259,60,75,90,"ME",0,4.29,3.125,"2",2099
44,259,60,75,90,"ME",0,4.29,3.125,"2",2099
45,259,60,75,90,"ME",0,5,3.125,"2",2099
46,259,60,75,90,"ME",0,3.71,3.125,"2",2099
47,259,60,75,90,"ME",0,5.43,3.125,"2",2099
48,259,60,75,90,"ME",0,5.43,3.125,"2",2099
49,259,60,75,90,"ME",0,5.86,3.125,"2",2099
50,259,60,75,90,"ME",0,5.57,3.125,"2",2099
50,259,60,75,90,"ME",0,5.57,3.125,"3",2100
51,259,60,75,90,"ME",0,3,3.125,"3",2100
52,259,60,75,90,"ME",0,2.29,3.125,"3",2100
0,907,60,75,90,"ME",0,0.86,3.125,"1",6659
