"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,271,60,50,50,"ME",1,0.86,3.75,"1",2178
1,271,60,50,50,"ME",1,1.43,3.75,"1",2178
1,271,60,50,50,"ME",1,1.43,3.75,"1b",2179
2,271,60,50,50,"ME",1,1,3.75,"1b",2179
2,271,60,50,50,"ME",1,1,3.75,"2",2180
3,271,60,50,50,"ME",1,1.71,3.75,"2",2180
4,271,60,50,50,"ME",1,2.29,3.75,"2",2180
5,271,60,50,50,"ME",1,4.29,3.75,"2",2180
6,271,60,50,50,"ME",1,2.29,3.75,"2",2180
7,271,60,50,50,"ME",1,3,3.75,"2",2180
8,271,60,50,50,"ME",1,2.71,3.75,"2",2180
9,271,60,50,50,"ME",1,2.14,3.75,"2",2180
10,271,60,50,50,"ME",1,3.29,3.75,"2",2180
11,271,60,50,50,"ME",1,3.43,3.75,"2",2180
12,271,60,50,50,"ME",1,4.57,3.75,"2",2180
13,271,60,50,50,"ME",1,5.43,3.75,"2",2180
14,271,60,50,50,"ME",1,9.86,3.75,"2",2180
15,271,60,50,50,"ME",1,10.57,3.75,"2",2180
16,271,60,50,50,"ME",1,10,3.75,"2",2180
17,271,60,50,50,"ME",1,11.57,3.75,"2",2180
18,271,60,50,50,"ME",1,12.71,3.75,"2",2180
19,271,60,50,50,"ME",1,12.14,3.75,"2",2180
19,271,60,50,50,"ME",1,12.14,3.75,"3",2181
20,271,60,50,50,"ME",1,12,3.75,"3",2181
21,271,60,50,50,"ME",1,9.71,3.75,"3",2181
22,271,60,50,50,"ME",1,5.71,3.75,"3",2181
23,271,60,50,50,"ME",1,7.86,3.75,"3",2181
23,271,60,50,50,"ME",1,7.86,3.75,"2",2182
24,271,60,50,50,"ME",1,11,3.75,"2",2182
25,271,60,50,50,"ME",1,10.86,3.75,"2",2182
26,271,60,50,50,"ME",1,10.86,3.75,"2",2182
27,271,60,50,50,"ME",1,15,3.75,"2",2182
28,271,60,50,50,"ME",1,22.29,3.75,"2",2182
29,271,60,50,50,"ME",1,20.57,3.75,"2",2182
30,271,60,50,50,"ME",1,29.14,3.75,"2",2182
31,271,60,50,50,"ME",1,33.14,3.75,"2",2182
31,271,60,50,50,"ME",1,33.14,3.75,"3",2183
32,271,60,50,50,"ME",1,38.86,3.75,"3",2183
33,271,60,50,50,"ME",1,29.14,3.75,"3",2183
34,271,60,50,50,"ME",1,26.86,3.75,"3",2183
35,271,60,50,50,"ME",1,20,3.75,"3",2183
36,271,60,50,50,"ME",1,17.71,3.75,"3",2183
37,271,60,50,50,"ME",1,13.71,3.75,"3",2183
38,271,60,50,50,"ME",1,14.86,3.75,"3",2183
39,271,60,50,50,"ME",1,18.86,3.75,"3",2183
40,271,60,50,50,"ME",1,20.57,3.75,"3",2183
40,271,60,50,50,"ME",1,20.57,3.75,"2",2184
41,271,60,50,50,"ME",1,25.14,3.75,"2",2184
42,271,60,50,50,"ME",1,37.71,3.75,"2",2184
43,271,60,50,50,"ME",1,25.14,3.75,"2",2184
44,271,60,50,50,"ME",1,27.43,3.75,"2",2184
45,271,60,50,50,"ME",1,28.57,3.75,"2",2184
46,271,60,50,50,"ME",1,26.86,3.75,"2",2184
47,271,60,50,50,"ME",1,38.86,3.75,"2",2184
48,271,60,50,50,"ME",1,44,3.75,"2",2184
49,271,60,50,50,"ME",1,32.57,3.75,"2",2184
50,271,60,50,50,"ME",1,37.14,3.75,"2",2184
51,271,60,50,50,"ME",1,42.86,3.75,"2",2184
52,271,60,50,50,"ME",1,46.29,3.75,"2",2184
0,918,60,50,50,"ME",1,0.86,3.75,"1",6738
1,918,60,50,50,"ME",1,1.43,3.75,"1",6738
1,918,60,50,50,"ME",1,1.43,3.75,"2",6739
2,918,60,50,50,"ME",1,1,3.75,"2",6739
3,918,60,50,50,"ME",1,1.57,3.75,"2",6739
4,918,60,50,50,"ME",1,4.71,3.75,"2",6739
5,918,60,50,50,"ME",1,4.57,3.75,"2",6739
6,918,60,50,50,"ME",1,7.43,3.75,"2",6739
7,918,60,50,50,"ME",1,8.86,3.75,"2",6739
7,918,60,50,50,"ME",1,8.86,3.75,"3",6740
8,918,60,50,50,"ME",1,8.86,3.75,"3",6740
9,918,60,50,50,"ME",1,7.57,3.75,"3",6740
10,918,60,50,50,"ME",1,11.86,3.75,"3",6740
11,918,60,50,50,"ME",1,12,3.75,"3",6740
12,918,60,50,50,"ME",1,10.86,3.75,"3",6740
