"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,616,60,90,75,"LS",1,0.86,3.75,"1",3995
1,616,60,90,75,"LS",1,1.57,3.75,"1",3995
2,616,60,90,75,"LS",1,2.71,3.75,"1",3995
3,616,60,90,75,"LS",1,3.14,3.75,"1",3995
4,616,60,90,75,"LS",1,5.86,3.75,"1",3995
5,616,60,90,75,"LS",1,8,3.75,"1",3995
6,616,60,90,75,"LS",1,11.86,3.75,"1",3995
7,616,60,90,75,"LS",1,21.14,3.75,"1",3995
8,616,60,90,75,"LS",1,32.57,3.75,"1",3995
9,616,60,90,75,"LS",1,46.86,3.75,"1",3995
10,616,60,90,75,"LS",1,76,3.75,"1",3995
11,616,60,90,75,"LS",1,162.29,3.75,"1",3995
12,616,60,90,75,"LS",1,221.71,3.75,"1",3995
12,616,60,90,75,"LS",1,221.71,3.75,"1b",3996
13,616,60,90,75,"LS",1,361.14,3.75,"1b",3996
14,616,60,90,75,"LS",1,640,3.75,"1b",3996
15,616,60,90,75,"LS",1,868.57,3.75,"1b",3996
15,616,60,90,75,"LS",1,868.57,3.75,"3",3997
16,616,60,90,75,"LS",1,585.14,3.75,"3",3997
17,616,60,90,75,"LS",1,685.71,3.75,"3",3997
18,616,60,90,75,"LS",1,521.14,3.75,"3",3997
19,616,60,90,75,"LS",1,603.43,3.75,"3",3997
20,616,60,90,75,"LS",1,502.86,3.75,"3",3997
21,616,60,90,75,"LS",1,493.71,3.75,"3",3997
22,616,60,90,75,"LS",1,539.43,3.75,"3",3997
23,616,60,90,75,"LS",1,493.71,3.75,"3",3997
24,616,60,90,75,"LS",1,320,3.75,"3",3997
25,616,60,90,75,"LS",1,338.29,3.75,"3",3997
26,616,60,90,75,"LS",1,146.29,3.75,"3",3997
27,616,60,90,75,"LS",1,228.57,3.75,"3",3997
27,616,60,90,75,"LS",1,228.57,3.75,"2",3998
28,616,60,90,75,"LS",1,162.29,3.75,"2",3998
29,616,60,90,75,"LS",1,134.86,3.75,"2",3998
30,616,60,90,75,"LS",1,146.29,3.75,"2",3998
30,616,60,90,75,"LS",1,146.29,3.75,"1b",3999
31,616,60,90,75,"LS",1,203.43,3.75,"1b",3999
32,616,60,90,75,"LS",1,210.29,3.75,"1b",3999
33,616,60,90,75,"LS",1,235.43,3.75,"1b",3999
33,616,60,90,75,"LS",1,235.43,3.75,"1",4000
34,616,60,90,75,"LS",1,164.57,3.75,"1",4000
35,616,60,90,75,"LS",1,242.29,3.75,"1",4000
36,616,60,90,75,"LS",1,306.29,3.75,"1",4000
37,616,60,90,75,"LS",1,457.14,3.75,"1",4000
37,616,60,90,75,"LS",1,457.14,3.75,"1b",4001
38,616,60,90,75,"LS",1,402.29,3.75,"1b",4001
39,616,60,90,75,"LS",1,512,3.75,"1b",4001
40,616,60,90,75,"LS",1,658.29,3.75,"1b",4001
41,616,60,90,75,"LS",1,667.43,3.75,"1b",4001
41,616,60,90,75,"LS",1,667.43,3.75,"1",4002
42,616,60,90,75,"LS",1,649.14,3.75,"1",4002
42,616,60,90,75,"LS",1,649.14,3.75,"1b",4003
43,616,60,90,75,"LS",1,704,3.75,"1b",4003
44,616,60,90,75,"LS",1,804.57,3.75,"1b",4003
45,616,60,90,75,"LS",1,832,3.75,"1b",4003
46,616,60,90,75,"LS",1,923.43,3.75,"1b",4003
47,616,60,90,75,"LS",1,630.86,3.75,"1b",4003
48,616,60,90,75,"LS",1,502.86,3.75,"1b",4003
49,616,60,90,75,"LS",1,539.43,3.75,"1b",4003
50,616,60,90,75,"LS",1,530.29,3.75,"1b",4003
50,616,60,90,75,"LS",1,530.29,3.75,"1",4004
51,616,60,90,75,"LS",1,621.71,3.75,"1",4004
52,616,60,90,75,"LS",1,740.57,3.75,"1",4004
0,1264,60,90,75,"LS",1,0.86,3.75,"1",8622
1,1264,60,90,75,"LS",1,1.14,3.75,"1",8622
2,1264,60,90,75,"LS",1,2.43,3.75,"1",8622
3,1264,60,90,75,"LS",1,3.86,3.75,"1",8622
4,1264,60,90,75,"LS",1,7,3.75,"1",8622
5,1264,60,90,75,"LS",1,10.86,3.75,"1",8622
6,1264,60,90,75,"LS",1,15.29,3.75,"1",8622
7,1264,60,90,75,"LS",1,23.57,3.75,"1",8622
