"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,374,75,90,75,"TS",0,0.86,2.5,"1",2670
1,374,75,90,75,"TS",0,1.29,2.5,"1",2670
2,374,75,90,75,"TS",0,0.71,2.5,"1",2670
3,374,75,90,75,"TS",0,0.86,2.5,"1",2670
4,374,75,90,75,"TS",0,0.43,2.5,"1",2670
5,374,75,90,75,"TS",0,1,2.5,"1",2670
6,374,75,90,75,"TS",0,0.86,2.5,"1",2670
7,374,75,90,75,"TS",0,0.86,2.5,"1",2670
8,374,75,90,75,"TS",0,0.86,2.5,"1",2670
9,374,75,90,75,"TS",0,1.71,2.5,"1",2670
10,374,75,90,75,"TS",0,1.57,2.5,"1",2670
11,374,75,90,75,"TS",0,1.57,2.5,"1",2670
12,374,75,90,75,"TS",0,0.86,2.5,"1",2670
13,374,75,90,75,"TS",0,0.86,2.5,"1",2670
14,374,75,90,75,"TS",0,0.86,2.5,"1",2670
15,374,75,90,75,"TS",0,0.29,2.5,"1",2670
16,374,75,90,75,"TS",0,0.57,2.5,"1",2670
17,374,75,90,75,"TS",0,1.29,2.5,"1",2670
18,374,75,90,75,"TS",0,0.57,2.5,"1",2670
19,374,75,90,75,"TS",0,0.57,2.5,"1",2670
20,374,75,90,75,"TS",0,0.29,2.5,"1",2670
21,374,75,90,75,"TS",0,0.57,2.5,"1",2670
22,374,75,90,75,"TS",0,1.14,2.5,"1",2670
23,374,75,90,75,"TS",0,0.86,2.5,"1",2670
24,374,75,90,75,"TS",0,0.57,2.5,"1",2670
25,374,75,90,75,"TS",0,0.57,2.5,"1",2670
26,374,75,90,75,"TS",0,1.14,2.5,"1",2670
27,374,75,90,75,"TS",0,1.29,2.5,"1",2670
28,374,75,90,75,"TS",0,1,2.5,"1",2670
29,374,75,90,75,"TS",0,2,2.5,"1",2670
30,374,75,90,75,"TS",0,1.86,2.5,"1",2670
31,374,75,90,75,"TS",0,2.57,2.5,"1",2670
32,374,75,90,75,"TS",0,3.29,2.5,"1",2670
33,374,75,90,75,"TS",0,4.86,2.5,"1",2670
34,374,75,90,75,"TS",0,3.86,2.5,"1",2670
35,374,75,90,75,"TS",0,4.14,2.5,"1",2670
36,374,75,90,75,"TS",0,3,2.5,"1",2670
37,374,75,90,75,"TS",0,1.86,2.5,"1",2670
38,374,75,90,75,"TS",0,2.43,2.5,"1",2670
39,374,75,90,75,"TS",0,2.57,2.5,"1",2670
40,374,75,90,75,"TS",0,3,2.5,"1",2670
41,374,75,90,75,"TS",0,2.86,2.5,"1",2670
42,374,75,90,75,"TS",0,3,2.5,"1",2670
43,374,75,90,75,"TS",0,3.43,2.5,"1",2670
44,374,75,90,75,"TS",0,4.57,2.5,"1",2670
45,374,75,90,75,"TS",0,5.29,2.5,"1",2670
46,374,75,90,75,"TS",0,3,2.5,"1",2670
47,374,75,90,75,"TS",0,3,2.5,"1",2670
48,374,75,90,75,"TS",0,3.43,2.5,"1",2670
49,374,75,90,75,"TS",0,4.29,2.5,"1",2670
50,374,75,90,75,"TS",0,3.14,2.5,"1",2670
51,374,75,90,75,"TS",0,2.29,2.5,"1",2670
52,374,75,90,75,"TS",0,1.71,2.5,"1",2670
0,1022,75,90,75,"TS",0,0.86,2.5,"1",7247
1,1022,75,90,75,"TS",0,1.14,2.5,"1",7247
2,1022,75,90,75,"TS",0,1.29,2.5,"1",7247
3,1022,75,90,75,"TS",0,1.57,2.5,"1",7247
4,1022,75,90,75,"TS",0,1.71,2.5,"1",7247
5,1022,75,90,75,"TS",0,1.86,2.5,"1",7247
6,1022,75,90,75,"TS",0,2.43,2.5,"1",7247
7,1022,75,90,75,"TS",0,2.57,2.5,"1",7247
8,1022,75,90,75,"TS",0,3.29,2.5,"1",7247
9,1022,75,90,75,"TS",0,4.29,2.5,"1",7247
10,1022,75,90,75,"TS",0,4,2.5,"1",7247
11,1022,75,90,75,"TS",0,4.86,2.5,"1",7247
12,1022,75,90,75,"TS",0,4.86,2.5,"1",7247
13,1022,75,90,75,"TS",0,3.71,2.5,"1",7247
14,1022,75,90,75,"TS",0,3.86,2.5,"1",7247
15,1022,75,90,75,"TS",0,3.43,2.5,"1",7247
16,1022,75,90,75,"TS",0,3.29,2.5,"1",7247
17,1022,75,90,75,"TS",0,3.14,2.5,"1",7247
18,1022,75,90,75,"TS",0,5,2.5,"1",7247
19,1022,75,90,75,"TS",0,4.71,2.5,"1",7247
20,1022,75,90,75,"TS",0,4.86,2.5,"1",7247
21,1022,75,90,75,"TS",0,3.43,2.5,"1",7247
22,1022,75,90,75,"TS",0,2.71,2.5,"1",7247
23,1022,75,90,75,"TS",0,2.57,2.5,"1",7247
24,1022,75,90,75,"TS",0,2.71,2.5,"1",7247
25,1022,75,90,75,"TS",0,2.43,2.5,"1",7247
26,1022,75,90,75,"TS",0,3.14,2.5,"1",7247
27,1022,75,90,75,"TS",0,2.86,2.5,"1",7247
28,1022,75,90,75,"TS",0,2,2.5,"1",7247
29,1022,75,90,75,"TS",0,3.86,2.5,"1",7247
30,1022,75,90,75,"TS",0,3.86,2.5,"1",7247
31,1022,75,90,75,"TS",0,4,2.5,"1",7247
32,1022,75,90,75,"TS",0,3.71,2.5,"1",7247
33,1022,75,90,75,"TS",0,2,2.5,"1",7247
34,1022,75,90,75,"TS",0,2.29,2.5,"1",7247
35,1022,75,90,75,"TS",0,1.29,2.5,"1",7247
36,1022,75,90,75,"TS",0,1.57,2.5,"1",7247
37,1022,75,90,75,"TS",0,1.57,2.5,"1",7247
38,1022,75,90,75,"TS",0,1.29,2.5,"1",7247
39,1022,75,90,75,"TS",0,1.29,2.5,"1",7247
40,1022,75,90,75,"TS",0,0.71,2.5,"1",7247
41,1022,75,90,75,"TS",0,0.86,2.5,"1",7247
42,1022,75,90,75,"TS",0,0.57,2.5,"1",7247
43,1022,75,90,75,"TS",0,0.14,2.5,"1",7247
44,1022,75,90,75,"TS",0,0.57,2.5,"1",7247
45,1022,75,90,75,"TS",0,0.43,2.5,"1",7247
46,1022,75,90,75,"TS",0,0.57,2.5,"1",7247
47,1022,75,90,75,"TS",0,0.57,2.5,"1",7247
48,1022,75,90,75,"TS",0,0.71,2.5,"1",7247
49,1022,75,90,75,"TS",0,0.43,2.5,"1",7247
50,1022,75,90,75,"TS",0,0.43,2.5,"1",7247
51,1022,75,90,75,"TS",0,0.86,2.5,"1",7247
52,1022,75,90,75,"TS",0,1,2.5,"1",7247
0,1671,75,90,75,"TS",0,0.86,2.5,"1",11859
1,1671,75,90,75,"TS",0,1.29,2.5,"1",11859
2,1671,75,90,75,"TS",0,1.14,2.5,"1",11859
3,1671,75,90,75,"TS",0,1,2.5,"1",11859
4,1671,75,90,75,"TS",0,0.14,2.5,"1",11859
5,1671,75,90,75,"TS",0,0.29,2.5,"1",11859
6,1671,75,90,75,"TS",0,0.71,2.5,"1",11859
7,1671,75,90,75,"TS",0,0.57,2.5,"1",11859
8,1671,75,90,75,"TS",0,0.57,2.5,"1",11859
9,1671,75,90,75,"TS",0,1.43,2.5,"1",11859
10,1671,75,90,75,"TS",0,0.57,2.5,"1",11859
11,1671,75,90,75,"TS",0,0.71,2.5,"1",11859
12,1671,75,90,75,"TS",0,0.71,2.5,"1",11859
13,1671,75,90,75,"TS",0,0.86,2.5,"1",11859
14,1671,75,90,75,"TS",0,0.29,2.5,"1",11859
15,1671,75,90,75,"TS",0,0.29,2.5,"1",11859
16,1671,75,90,75,"TS",0,0,2.5,"1",11859
17,1671,75,90,75,"TS",0,0,2.5,"1",11859
18,1671,75,90,75,"TS",0,0,2.5,"1",11859
19,1671,75,90,75,"TS",0,0,2.5,"1",11859
20,1671,75,90,75,"TS",0,0,2.5,"1",11859
21,1671,75,90,75,"TS",0,0,2.5,"1",11859
22,1671,75,90,75,"TS",0,0,2.5,"1",11859
23,1671,75,90,75,"TS",0,0,2.5,"1",11859
24,1671,75,90,75,"TS",0,0,2.5,"1",11859
25,1671,75,90,75,"TS",0,0,2.5,"1",11859
26,1671,75,90,75,"TS",0,0,2.5,"1",11859
27,1671,75,90,75,"TS",0,0,2.5,"1",11859
28,1671,75,90,75,"TS",0,0,2.5,"1",11859
29,1671,75,90,75,"TS",0,0,2.5,"1",11859
30,1671,75,90,75,"TS",0,0,2.5,"1",11859
31,1671,75,90,75,"TS",0,0,2.5,"1",11859
32,1671,75,90,75,"TS",0,0.43,2.5,"1",11859
33,1671,75,90,75,"TS",0,0.57,2.5,"1",11859
34,1671,75,90,75,"TS",0,0.14,2.5,"1",11859
35,1671,75,90,75,"TS",0,0,2.5,"1",11859
36,1671,75,90,75,"TS",0,0.14,2.5,"1",11859
37,1671,75,90,75,"TS",0,0.29,2.5,"1",11859
38,1671,75,90,75,"TS",0,0.14,2.5,"1",11859
39,1671,75,90,75,"TS",0,0.14,2.5,"1",11859
40,1671,75,90,75,"TS",0,0.57,2.5,"1",11859
41,1671,75,90,75,"TS",0,0.57,2.5,"1",11859
