"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,39,90,75,50,"AE",0,0.86,2.5,"1",276
1,39,90,75,50,"AE",0,0.57,2.5,"1",276
1,39,90,75,50,"AE",0,0.57,2.5,"2",277
2,39,90,75,50,"AE",0,0.86,2.5,"2",277
3,39,90,75,50,"AE",0,0.86,2.5,"2",277
4,39,90,75,50,"AE",0,0.43,2.5,"2",277
5,39,90,75,50,"AE",0,0.57,2.5,"2",277
6,39,90,75,50,"AE",0,0.43,2.5,"2",277
7,39,90,75,50,"AE",0,0,2.5,"2",277
8,39,90,75,50,"AE",0,0.29,2.5,"2",277
9,39,90,75,50,"AE",0,0,2.5,"2",277
10,39,90,75,50,"AE",0,0.57,2.5,"2",277
11,39,90,75,50,"AE",0,0.29,2.5,"2",277
12,39,90,75,50,"AE",0,0.71,2.5,"2",277
13,39,90,75,50,"AE",0,0.57,2.5,"2",277
14,39,90,75,50,"AE",0,0.14,2.5,"2",277
15,39,90,75,50,"AE",0,0.14,2.5,"2",277
16,39,90,75,50,"AE",0,0,2.5,"2",277
17,39,90,75,50,"AE",0,0.14,2.5,"2",277
17,39,90,75,50,"AE",0,0.14,2.5,"1b",278
18,39,90,75,50,"AE",0,0.14,2.5,"1b",278
19,39,90,75,50,"AE",0,0.29,2.5,"1b",278
20,39,90,75,50,"AE",0,1,2.5,"1b",278
20,39,90,75,50,"AE",0,1,2.5,"2",279
21,39,90,75,50,"AE",0,0.86,2.5,"2",279
22,39,90,75,50,"AE",0,1.14,2.5,"2",279
23,39,90,75,50,"AE",0,1.29,2.5,"2",279
24,39,90,75,50,"AE",0,0.71,2.5,"2",279
25,39,90,75,50,"AE",0,0.14,2.5,"2",279
26,39,90,75,50,"AE",0,0.14,2.5,"2",279
27,39,90,75,50,"AE",0,0.86,2.5,"2",279
28,39,90,75,50,"AE",0,0.86,2.5,"2",279
29,39,90,75,50,"AE",0,1.14,2.5,"2",279
30,39,90,75,50,"AE",0,1.29,2.5,"2",279
31,39,90,75,50,"AE",0,2.14,2.5,"2",279
31,39,90,75,50,"AE",0,2.14,2.5,"3",280
32,39,90,75,50,"AE",0,1,2.5,"3",280
33,39,90,75,50,"AE",0,2.14,2.5,"3",280
34,39,90,75,50,"AE",0,1,2.5,"3",280
35,39,90,75,50,"AE",0,0.57,2.5,"3",280
36,39,90,75,50,"AE",0,0.43,2.5,"3",280
36,39,90,75,50,"AE",0,0.43,2.5,"2",281
37,39,90,75,50,"AE",0,1.86,2.5,"2",281
38,39,90,75,50,"AE",0,1,2.5,"2",281
39,39,90,75,50,"AE",0,2.29,2.5,"2",281
39,39,90,75,50,"AE",0,2.29,2.5,"3",282
40,39,90,75,50,"AE",0,2.29,2.5,"3",282
41,39,90,75,50,"AE",0,2.43,2.5,"3",282
42,39,90,75,50,"AE",0,2.29,2.5,"3",282
43,39,90,75,50,"AE",0,4.71,2.5,"3",282
44,39,90,75,50,"AE",0,2.86,2.5,"3",282
45,39,90,75,50,"AE",0,3.57,2.5,"3",282
46,39,90,75,50,"AE",0,4.14,2.5,"3",282
47,39,90,75,50,"AE",0,3.29,2.5,"3",282
48,39,90,75,50,"AE",0,4.29,2.5,"3",282
49,39,90,75,50,"AE",0,3.29,2.5,"3",282
50,39,90,75,50,"AE",0,2.86,2.5,"3",282
51,39,90,75,50,"AE",0,2.43,2.5,"3",282
52,39,90,75,50,"AE",0,2.29,2.5,"3",282
0,686,90,75,50,"AE",0,0.86,2.5,"1",4634
1,686,90,75,50,"AE",0,1,2.5,"1",4634
1,686,90,75,50,"AE",0,1,2.5,"2",4635
2,686,90,75,50,"AE",0,1.29,2.5,"2",4635
2,686,90,75,50,"AE",0,1.29,2.5,"3",4636
3,686,90,75,50,"AE",0,1,2.5,"3",4636
4,686,90,75,50,"AE",0,1.14,2.5,"3",4636
5,686,90,75,50,"AE",0,0.43,2.5,"3",4636
6,686,90,75,50,"AE",0,0.71,2.5,"3",4636
6,686,90,75,50,"AE",0,0.71,2.5,"2",4637
7,686,90,75,50,"AE",0,0.57,2.5,"2",4637
8,686,90,75,50,"AE",0,0.86,2.5,"2",4637
9,686,90,75,50,"AE",0,0.57,2.5,"2",4637
10,686,90,75,50,"AE",0,0.29,2.5,"2",4637
11,686,90,75,50,"AE",0,0.29,2.5,"2",4637
12,686,90,75,50,"AE",0,0.14,2.5,"2",4637
13,686,90,75,50,"AE",0,0.71,2.5,"2",4637
14,686,90,75,50,"AE",0,0.29,2.5,"2",4637
15,686,90,75,50,"AE",0,1.14,2.5,"2",4637
16,686,90,75,50,"AE",0,0.57,2.5,"2",4637
17,686,90,75,50,"AE",0,0.43,2.5,"2",4637
