"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,497,75,75,50,"LS",1,0.86,2.5,"1",3491
1,497,75,75,50,"LS",1,1.29,2.5,"1",3491
2,497,75,75,50,"LS",1,0.71,2.5,"1",3491
3,497,75,75,50,"LS",1,0.86,2.5,"1",3491
4,497,75,75,50,"LS",1,0.43,2.5,"1",3491
5,497,75,75,50,"LS",1,1,2.5,"1",3491
6,497,75,75,50,"LS",1,0.86,2.5,"1",3491
7,497,75,75,50,"LS",1,0.86,2.5,"1",3491
8,497,75,75,50,"LS",1,0.86,2.5,"1",3491
9,497,75,75,50,"LS",1,1.43,2.5,"1",3491
10,497,75,75,50,"LS",1,2.14,2.5,"1",3491
11,497,75,75,50,"LS",1,1.29,2.5,"1",3491
12,497,75,75,50,"LS",1,1.43,2.5,"1",3491
13,497,75,75,50,"LS",1,1.57,2.5,"1",3491
14,497,75,75,50,"LS",1,0.57,2.5,"1",3491
15,497,75,75,50,"LS",1,1.29,2.5,"1",3491
16,497,75,75,50,"LS",1,1.71,2.5,"1",3491
17,497,75,75,50,"LS",1,1.57,2.5,"1",3491
18,497,75,75,50,"LS",1,1.71,2.5,"1",3491
19,497,75,75,50,"LS",1,1.29,2.5,"1",3491
20,497,75,75,50,"LS",1,1.14,2.5,"1",3491
21,497,75,75,50,"LS",1,2,2.5,"1",3491
22,497,75,75,50,"LS",1,3.14,2.5,"1",3491
23,497,75,75,50,"LS",1,1.43,2.5,"1",3491
24,497,75,75,50,"LS",1,2.29,2.5,"1",3491
25,497,75,75,50,"LS",1,1.86,2.5,"1",3491
26,497,75,75,50,"LS",1,1.86,2.5,"1",3491
27,497,75,75,50,"LS",1,3.71,2.5,"1",3491
28,497,75,75,50,"LS",1,2.71,2.5,"1",3491
29,497,75,75,50,"LS",1,3.29,2.5,"1",3491
30,497,75,75,50,"LS",1,3.14,2.5,"1",3491
31,497,75,75,50,"LS",1,4.14,2.5,"1",3491
32,497,75,75,50,"LS",1,3.29,2.5,"1",3491
33,497,75,75,50,"LS",1,4.29,2.5,"1",3491
34,497,75,75,50,"LS",1,2.14,2.5,"1",3491
35,497,75,75,50,"LS",1,3.43,2.5,"1",3491
36,497,75,75,50,"LS",1,3,2.5,"1",3491
37,497,75,75,50,"LS",1,4.71,2.5,"1",3491
38,497,75,75,50,"LS",1,3.29,2.5,"1",3491
39,497,75,75,50,"LS",1,4.57,2.5,"1",3491
40,497,75,75,50,"LS",1,3.57,2.5,"1",3491
41,497,75,75,50,"LS",1,5.14,2.5,"1",3491
42,497,75,75,50,"LS",1,4.14,2.5,"1",3491
43,497,75,75,50,"LS",1,4.86,2.5,"1",3491
44,497,75,75,50,"LS",1,4.29,2.5,"1",3491
45,497,75,75,50,"LS",1,5.29,2.5,"1",3491
46,497,75,75,50,"LS",1,6.57,2.5,"1",3491
47,497,75,75,50,"LS",1,6,2.5,"1",3491
48,497,75,75,50,"LS",1,5.57,2.5,"1",3491
49,497,75,75,50,"LS",1,5.14,2.5,"1",3491
50,497,75,75,50,"LS",1,4.29,2.5,"1",3491
51,497,75,75,50,"LS",1,4.57,2.5,"1",3491
52,497,75,75,50,"LS",1,4.71,2.5,"1",3491
0,1145,75,75,50,"LS",1,0.86,2.5,"1",8091
1,1145,75,75,50,"LS",1,1.14,2.5,"1",8091
2,1145,75,75,50,"LS",1,1.29,2.5,"1",8091
3,1145,75,75,50,"LS",1,1.57,2.5,"1",8091
4,1145,75,75,50,"LS",1,1.71,2.5,"1",8091
5,1145,75,75,50,"LS",1,1.86,2.5,"1",8091
6,1145,75,75,50,"LS",1,2.14,2.5,"1",8091
7,1145,75,75,50,"LS",1,3.14,2.5,"1",8091
8,1145,75,75,50,"LS",1,3.29,2.5,"1",8091
9,1145,75,75,50,"LS",1,4.43,2.5,"1",8091
10,1145,75,75,50,"LS",1,4.71,2.5,"1",8091
11,1145,75,75,50,"LS",1,5.43,2.5,"1",8091
12,1145,75,75,50,"LS",1,4.29,2.5,"1",8091
13,1145,75,75,50,"LS",1,4.86,2.5,"1",8091
14,1145,75,75,50,"LS",1,3.57,2.5,"1",8091
15,1145,75,75,50,"LS",1,1.71,2.5,"1",8091
