"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,79,60,90,90,"AE",1,0.86,3.125,"1",606
1,79,60,90,90,"AE",1,1,3.125,"1",606
1,79,60,90,90,"AE",1,1,3.125,"2",607
2,79,60,90,90,"AE",1,1.43,3.125,"2",607
2,79,60,90,90,"AE",1,1.43,3.125,"3",608
3,79,60,90,90,"AE",1,1.14,3.125,"3",608
4,79,60,90,90,"AE",1,1.43,3.125,"3",608
5,79,60,90,90,"AE",1,0.57,3.125,"3",608
6,79,60,90,90,"AE",1,0.29,3.125,"3",608
6,79,60,90,90,"AE",1,0.29,3.125,"2",609
7,79,60,90,90,"AE",1,0,3.125,"2",609
8,79,60,90,90,"AE",1,0.29,3.125,"2",609
9,79,60,90,90,"AE",1,0.14,3.125,"2",609
10,79,60,90,90,"AE",1,0.14,3.125,"2",609
11,79,60,90,90,"AE",1,0,3.125,"2",609
12,79,60,90,90,"AE",1,0.14,3.125,"2",609
13,79,60,90,90,"AE",1,0,3.125,"2",609
14,79,60,90,90,"AE",1,0,3.125,"2",609
14,79,60,90,90,"AE",1,0,3.125,"1b",610
15,79,60,90,90,"AE",1,0.29,3.125,"1b",610
16,79,60,90,90,"AE",1,0.14,3.125,"1b",610
17,79,60,90,90,"AE",1,0.29,3.125,"1b",610
18,79,60,90,90,"AE",1,0.71,3.125,"1b",610
18,79,60,90,90,"AE",1,0.71,3.125,"2",611
19,79,60,90,90,"AE",1,0.57,3.125,"2",611
20,79,60,90,90,"AE",1,0.86,3.125,"2",611
21,79,60,90,90,"AE",1,0.43,3.125,"2",611
22,79,60,90,90,"AE",1,0.57,3.125,"2",611
23,79,60,90,90,"AE",1,0.57,3.125,"2",611
24,79,60,90,90,"AE",1,0.57,3.125,"2",611
25,79,60,90,90,"AE",1,0.29,3.125,"2",611
26,79,60,90,90,"AE",1,0.57,3.125,"2",611
27,79,60,90,90,"AE",1,0.57,3.125,"2",611
28,79,60,90,90,"AE",1,1,3.125,"2",611
29,79,60,90,90,"AE",1,0.43,3.125,"2",611
30,79,60,90,90,"AE",1,0.57,3.125,"2",611
31,79,60,90,90,"AE",1,1.14,3.125,"2",611
32,79,60,90,90,"AE",1,1.71,3.125,"2",611
33,79,60,90,90,"AE",1,2.57,3.125,"2",611
34,79,60,90,90,"AE",1,2,3.125,"2",611
35,79,60,90,90,"AE",1,2,3.125,"2",611
36,79,60,90,90,"AE",1,1.43,3.125,"2",611
37,79,60,90,90,"AE",1,1.71,3.125,"2",611
38,79,60,90,90,"AE",1,1.14,3.125,"2",611
39,79,60,90,90,"AE",1,1.14,3.125,"2",611
40,79,60,90,90,"AE",1,1.86,3.125,"2",611
41,79,60,90,90,"AE",1,2.71,3.125,"2",611
42,79,60,90,90,"AE",1,2.71,3.125,"2",611
43,79,60,90,90,"AE",1,3.14,3.125,"2",611
44,79,60,90,90,"AE",1,2.71,3.125,"2",611
45,79,60,90,90,"AE",1,2.71,3.125,"2",611
46,79,60,90,90,"AE",1,3.14,3.125,"2",611
47,79,60,90,90,"AE",1,3,3.125,"2",611
48,79,60,90,90,"AE",1,3.14,3.125,"2",611
49,79,60,90,90,"AE",1,1.86,3.125,"2",611
50,79,60,90,90,"AE",1,4.57,3.125,"2",611
51,79,60,90,90,"AE",1,4.43,3.125,"2",611
52,79,60,90,90,"AE",1,3.57,3.125,"2",611
0,727,60,90,90,"AE",1,0.86,3.125,"1",5076
1,727,60,90,90,"AE",1,1.43,3.125,"1",5076
1,727,60,90,90,"AE",1,1.43,3.125,"2",5077
2,727,60,90,90,"AE",1,1.14,3.125,"2",5077
2,727,60,90,90,"AE",1,1.14,3.125,"3",5078
3,727,60,90,90,"AE",1,0.86,3.125,"3",5078
4,727,60,90,90,"AE",1,0.57,3.125,"3",5078
5,727,60,90,90,"AE",1,0.86,3.125,"3",5078
5,727,60,90,90,"AE",1,0.86,3.125,"2",5079
6,727,60,90,90,"AE",1,2.57,3.125,"2",5079
6,727,60,90,90,"AE",1,2.57,3.125,"3",5080
7,727,60,90,90,"AE",1,0.86,3.125,"3",5080
8,727,60,90,90,"AE",1,1.57,3.125,"3",5080
9,727,60,90,90,"AE",1,0.86,3.125,"3",5080
10,727,60,90,90,"AE",1,0.14,3.125,"3",5080
11,727,60,90,90,"AE",1,0.29,3.125,"3",5080
11,727,60,90,90,"AE",1,0.29,3.125,"2",5081
12,727,60,90,90,"AE",1,0.29,3.125,"2",5081
13,727,60,90,90,"AE",1,0.57,3.125,"2",5081
14,727,60,90,90,"AE",1,0.43,3.125,"2",5081
15,727,60,90,90,"AE",1,0.29,3.125,"2",5081
16,727,60,90,90,"AE",1,0.14,3.125,"2",5081
17,727,60,90,90,"AE",1,0.14,3.125,"2",5081
17,727,60,90,90,"AE",1,0.14,3.125,"1b",5082
18,727,60,90,90,"AE",1,0,3.125,"1b",5082
19,727,60,90,90,"AE",1,0,3.125,"1b",5082
20,727,60,90,90,"AE",1,0,3.125,"1b",5082
21,727,60,90,90,"AE",1,0,3.125,"1b",5082
22,727,60,90,90,"AE",1,0,3.125,"1b",5082
23,727,60,90,90,"AE",1,0,3.125,"1b",5082
24,727,60,90,90,"AE",1,0,3.125,"1b",5082
24,727,60,90,90,"AE",1,0,3.125,"1",5083
25,727,60,90,90,"AE",1,0,3.125,"1",5083
26,727,60,90,90,"AE",1,0.14,3.125,"1",5083
27,727,60,90,90,"AE",1,0.14,3.125,"1",5083
28,727,60,90,90,"AE",1,0,3.125,"1",5083
29,727,60,90,90,"AE",1,0,3.125,"1",5083
30,727,60,90,90,"AE",1,0,3.125,"1",5083
31,727,60,90,90,"AE",1,0,3.125,"1",5083
32,727,60,90,90,"AE",1,0,3.125,"1",5083
33,727,60,90,90,"AE",1,0,3.125,"1",5083
34,727,60,90,90,"AE",1,0,3.125,"1",5083
35,727,60,90,90,"AE",1,0.29,3.125,"1",5083
36,727,60,90,90,"AE",1,0.43,3.125,"1",5083
37,727,60,90,90,"AE",1,0.43,3.125,"1",5083
37,727,60,90,90,"AE",1,0.43,3.125,"1b",5084
38,727,60,90,90,"AE",1,0.14,3.125,"1b",5084
38,727,60,90,90,"AE",1,0.14,3.125,"2",5085
39,727,60,90,90,"AE",1,0.57,3.125,"2",5085
40,727,60,90,90,"AE",1,0.71,3.125,"2",5085
41,727,60,90,90,"AE",1,0.43,3.125,"2",5085
42,727,60,90,90,"AE",1,0.29,3.125,"2",5085
43,727,60,90,90,"AE",1,0.57,3.125,"2",5085
44,727,60,90,90,"AE",1,0.71,3.125,"2",5085
45,727,60,90,90,"AE",1,1.29,3.125,"2",5085
46,727,60,90,90,"AE",1,0.71,3.125,"2",5085
47,727,60,90,90,"AE",1,0.86,3.125,"2",5085
48,727,60,90,90,"AE",1,0,3.125,"2",5085
49,727,60,90,90,"AE",1,0.57,3.125,"2",5085
50,727,60,90,90,"AE",1,1.14,3.125,"2",5085
50,727,60,90,90,"AE",1,1.14,3.125,"1b",5086
51,727,60,90,90,"AE",1,0.43,3.125,"1b",5086
52,727,60,90,90,"AE",1,0.29,3.125,"1b",5086
0,1376,60,90,90,"AE",1,0.86,3.125,"1",9633
1,1376,60,90,90,"AE",1,1,3.125,"1",9633
1,1376,60,90,90,"AE",1,1,3.125,"2",9634
2,1376,60,90,90,"AE",1,0.86,3.125,"2",9634
2,1376,60,90,90,"AE",1,0.86,3.125,"3",9635
3,1376,60,90,90,"AE",1,0.86,3.125,"3",9635
4,1376,60,90,90,"AE",1,0.14,3.125,"3",9635
5,1376,60,90,90,"AE",1,0.57,3.125,"3",9635
6,1376,60,90,90,"AE",1,0.57,3.125,"3",9635
6,1376,60,90,90,"AE",1,0.57,3.125,"2",9636
7,1376,60,90,90,"AE",1,0.71,3.125,"2",9636
8,1376,60,90,90,"AE",1,0.71,3.125,"2",9636
9,1376,60,90,90,"AE",1,0.71,3.125,"2",9636
10,1376,60,90,90,"AE",1,1.29,3.125,"2",9636
11,1376,60,90,90,"AE",1,0.43,3.125,"2",9636
12,1376,60,90,90,"AE",1,1.14,3.125,"2",9636
13,1376,60,90,90,"AE",1,0.43,3.125,"2",9636
14,1376,60,90,90,"AE",1,0.29,3.125,"2",9636
15,1376,60,90,90,"AE",1,0.14,3.125,"2",9636
16,1376,60,90,90,"AE",1,0.43,3.125,"2",9636
17,1376,60,90,90,"AE",1,0.29,3.125,"2",9636
18,1376,60,90,90,"AE",1,0.14,3.125,"2",9636
19,1376,60,90,90,"AE",1,0.43,3.125,"2",9636
20,1376,60,90,90,"AE",1,0,3.125,"2",9636
