"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,441,90,50,90,"TS",1,0.86,3.75,"1",3075
1,441,90,50,90,"TS",1,1.57,3.75,"1",3075
2,441,90,50,90,"TS",1,2.71,3.75,"1",3075
3,441,90,50,90,"TS",1,3.14,3.75,"1",3075
4,441,90,50,90,"TS",1,5.57,3.75,"1",3075
5,441,90,50,90,"TS",1,7.43,3.75,"1",3075
6,441,90,50,90,"TS",1,8.86,3.75,"1",3075
7,441,90,50,90,"TS",1,17.86,3.75,"1",3075
8,441,90,50,90,"TS",1,28.86,3.75,"1",3075
8,441,90,50,90,"TS",1,28.86,3.75,"1b",3076
9,441,90,50,90,"TS",1,47.43,3.75,"1b",3076
10,441,90,50,90,"TS",1,50.86,3.75,"1b",3076
11,441,90,50,90,"TS",1,96.57,3.75,"1b",3076
12,441,90,50,90,"TS",1,107.43,3.75,"1b",3076
12,441,90,50,90,"TS",1,107.43,3.75,"3",3077
13,441,90,50,90,"TS",1,98.29,3.75,"3",3077
13,441,90,50,90,"TS",1,98.29,3.75,"4",3078
14,441,90,50,90,"TS",1,68.57,3.75,"4",3078
15,441,90,50,90,"TS",1,50.29,3.75,"4",3078
16,441,90,50,90,"TS",1,38.86,3.75,"4",3078
17,441,90,50,90,"TS",1,16.57,3.75,"4",3078
18,441,90,50,90,"TS",1,22.29,3.75,"4",3078
18,441,90,50,90,"TS",1,22.29,3.75,"3",3079
19,441,90,50,90,"TS",1,25.14,3.75,"3",3079
20,441,90,50,90,"TS",1,22.86,3.75,"3",3079
21,441,90,50,90,"TS",1,26.86,3.75,"3",3079
21,441,90,50,90,"TS",1,26.86,3.75,"2",3080
22,441,90,50,90,"TS",1,25.71,3.75,"2",3080
23,441,90,50,90,"TS",1,26.86,3.75,"2",3080
24,441,90,50,90,"TS",1,30.86,3.75,"2",3080
24,441,90,50,90,"TS",1,30.86,3.75,"1b",3081
25,441,90,50,90,"TS",1,37.71,3.75,"1b",3081
26,441,90,50,90,"TS",1,49.14,3.75,"1b",3081
27,441,90,50,90,"TS",1,58.29,3.75,"1b",3081
27,441,90,50,90,"TS",1,58.29,3.75,"1",3082
28,441,90,50,90,"TS",1,87.43,3.75,"1",3082
29,441,90,50,90,"TS",1,118.86,3.75,"1",3082
29,441,90,50,90,"TS",1,118.86,3.75,"1b",3083
30,441,90,50,90,"TS",1,160,3.75,"1b",3083
31,441,90,50,90,"TS",1,187.43,3.75,"1b",3083
32,441,90,50,90,"TS",1,217.14,3.75,"1b",3083
33,441,90,50,90,"TS",1,210.29,3.75,"1b",3083
34,441,90,50,90,"TS",1,189.71,3.75,"1b",3083
35,441,90,50,90,"TS",1,166.86,3.75,"1b",3083
36,441,90,50,90,"TS",1,185.14,3.75,"1b",3083
37,441,90,50,90,"TS",1,189.71,3.75,"1b",3083
38,441,90,50,90,"TS",1,139.43,3.75,"1b",3083
39,441,90,50,90,"TS",1,150.86,3.75,"1b",3083
40,441,90,50,90,"TS",1,137.14,3.75,"1b",3083
41,441,90,50,90,"TS",1,102.86,3.75,"1b",3083
42,441,90,50,90,"TS",1,121.14,3.75,"1b",3083
43,441,90,50,90,"TS",1,100.57,3.75,"1b",3083
44,441,90,50,90,"TS",1,61.71,3.75,"1b",3083
44,441,90,50,90,"TS",1,61.71,3.75,"1",3084
45,441,90,50,90,"TS",1,70.86,3.75,"1",3084
46,441,90,50,90,"TS",1,43.43,3.75,"1",3084
47,441,90,50,90,"TS",1,16.57,3.75,"1",3084
48,441,90,50,90,"TS",1,21.71,3.75,"1",3084
49,441,90,50,90,"TS",1,22.86,3.75,"1",3084
50,441,90,50,90,"TS",1,11.14,3.75,"1",3084
51,441,90,50,90,"TS",1,6.14,3.75,"1",3084
52,441,90,50,90,"TS",1,4.43,3.75,"1",3084
0,1089,90,50,90,"TS",1,0.86,3.75,"1",7673
1,1089,90,50,90,"TS",1,1.14,3.75,"1",7673
2,1089,90,50,90,"TS",1,2.43,3.75,"1",7673
3,1089,90,50,90,"TS",1,3.86,3.75,"1",7673
4,1089,90,50,90,"TS",1,7.14,3.75,"1",7673
5,1089,90,50,90,"TS",1,11.86,3.75,"1",7673
