"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,539,75,90,90,"LS",0,0.86,2.5,"1",3491
1,539,75,90,90,"LS",0,1.29,2.5,"1",3491
2,539,75,90,90,"LS",0,0.71,2.5,"1",3491
3,539,75,90,90,"LS",0,0.86,2.5,"1",3491
4,539,75,90,90,"LS",0,0.43,2.5,"1",3491
5,539,75,90,90,"LS",0,1,2.5,"1",3491
6,539,75,90,90,"LS",0,0.86,2.5,"1",3491
7,539,75,90,90,"LS",0,0.86,2.5,"1",3491
8,539,75,90,90,"LS",0,0.86,2.5,"1",3491
9,539,75,90,90,"LS",0,1.71,2.5,"1",3491
10,539,75,90,90,"LS",0,1.57,2.5,"1",3491
11,539,75,90,90,"LS",0,1.57,2.5,"1",3491
12,539,75,90,90,"LS",0,0.86,2.5,"1",3491
13,539,75,90,90,"LS",0,0.86,2.5,"1",3491
14,539,75,90,90,"LS",0,0.86,2.5,"1",3491
15,539,75,90,90,"LS",0,0.29,2.5,"1",3491
16,539,75,90,90,"LS",0,0.57,2.5,"1",3491
17,539,75,90,90,"LS",0,1.29,2.5,"1",3491
18,539,75,90,90,"LS",0,1,2.5,"1",3491
19,539,75,90,90,"LS",0,0.86,2.5,"1",3491
20,539,75,90,90,"LS",0,0.57,2.5,"1",3491
21,539,75,90,90,"LS",0,0.86,2.5,"1",3491
22,539,75,90,90,"LS",0,0.43,2.5,"1",3491
23,539,75,90,90,"LS",0,1,2.5,"1",3491
24,539,75,90,90,"LS",0,2.29,2.5,"1",3491
25,539,75,90,90,"LS",0,1.29,2.5,"1",3491
26,539,75,90,90,"LS",0,1.29,2.5,"1",3491
27,539,75,90,90,"LS",0,1.29,2.5,"1",3491
28,539,75,90,90,"LS",0,2.29,2.5,"1",3491
29,539,75,90,90,"LS",0,2,2.5,"1",3491
30,539,75,90,90,"LS",0,3.14,2.5,"1",3491
31,539,75,90,90,"LS",0,4,2.5,"1",3491
32,539,75,90,90,"LS",0,2.71,2.5,"1",3491
33,539,75,90,90,"LS",0,3.14,2.5,"1",3491
34,539,75,90,90,"LS",0,1.86,2.5,"1",3491
35,539,75,90,90,"LS",0,2.14,2.5,"1",3491
36,539,75,90,90,"LS",0,2.86,2.5,"1",3491
37,539,75,90,90,"LS",0,3,2.5,"1",3491
38,539,75,90,90,"LS",0,2.43,2.5,"1",3491
39,539,75,90,90,"LS",0,2.57,2.5,"1",3491
40,539,75,90,90,"LS",0,3.29,2.5,"1",3491
41,539,75,90,90,"LS",0,2.43,2.5,"1",3491
42,539,75,90,90,"LS",0,1.57,2.5,"1",3491
