"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,437,90,50,75,"TS",1,0.86,3.75,"1",3039
1,437,90,50,75,"TS",1,1.57,3.75,"1",3039
2,437,90,50,75,"TS",1,2.71,3.75,"1",3039
3,437,90,50,75,"TS",1,3.14,3.75,"1",3039
4,437,90,50,75,"TS",1,5.57,3.75,"1",3039
5,437,90,50,75,"TS",1,7.43,3.75,"1",3039
6,437,90,50,75,"TS",1,8.86,3.75,"1",3039
7,437,90,50,75,"TS",1,17.86,3.75,"1",3039
8,437,90,50,75,"TS",1,28.86,3.75,"1",3039
8,437,90,50,75,"TS",1,28.86,3.75,"1b",3040
9,437,90,50,75,"TS",1,47.43,3.75,"1b",3040
10,437,90,50,75,"TS",1,50.86,3.75,"1b",3040
11,437,90,50,75,"TS",1,96.57,3.75,"1b",3040
12,437,90,50,75,"TS",1,107.43,3.75,"1b",3040
12,437,90,50,75,"TS",1,107.43,3.75,"3",3041
13,437,90,50,75,"TS",1,98.29,3.75,"3",3041
13,437,90,50,75,"TS",1,98.29,3.75,"4",3042
14,437,90,50,75,"TS",1,68.57,3.75,"4",3042
15,437,90,50,75,"TS",1,50.29,3.75,"4",3042
16,437,90,50,75,"TS",1,38.86,3.75,"4",3042
17,437,90,50,75,"TS",1,16.57,3.75,"4",3042
18,437,90,50,75,"TS",1,18.29,3.75,"4",3042
18,437,90,50,75,"TS",1,18.29,3.75,"3",3043
19,437,90,50,75,"TS",1,21.14,3.75,"3",3043
20,437,90,50,75,"TS",1,18.86,3.75,"3",3043
21,437,90,50,75,"TS",1,20.57,3.75,"3",3043
21,437,90,50,75,"TS",1,20.57,3.75,"2",3044
22,437,90,50,75,"TS",1,20,3.75,"2",3044
23,437,90,50,75,"TS",1,28.57,3.75,"2",3044
24,437,90,50,75,"TS",1,31.43,3.75,"2",3044
24,437,90,50,75,"TS",1,31.43,3.75,"1b",3045
25,437,90,50,75,"TS",1,24.57,3.75,"1b",3045
26,437,90,50,75,"TS",1,32.57,3.75,"1b",3045
27,437,90,50,75,"TS",1,53.71,3.75,"1b",3045
27,437,90,50,75,"TS",1,53.71,3.75,"1",3046
28,437,90,50,75,"TS",1,60,3.75,"1",3046
29,437,90,50,75,"TS",1,125.71,3.75,"1",3046
30,437,90,50,75,"TS",1,146.29,3.75,"1",3046
30,437,90,50,75,"TS",1,146.29,3.75,"1b",3047
31,437,90,50,75,"TS",1,162.29,3.75,"1b",3047
