"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,84,90,50,50,"AE",0,0.86,3.125,"1",650
1,84,90,50,50,"AE",0,1,3.125,"1",650
1,84,90,50,50,"AE",0,1,3.125,"2",651
2,84,90,50,50,"AE",0,1.43,3.125,"2",651
2,84,90,50,50,"AE",0,1.43,3.125,"3",652
3,84,90,50,50,"AE",0,1.14,3.125,"3",652
4,84,90,50,50,"AE",0,1.43,3.125,"3",652
5,84,90,50,50,"AE",0,0.57,3.125,"3",652
6,84,90,50,50,"AE",0,0.29,3.125,"3",652
6,84,90,50,50,"AE",0,0.29,3.125,"2",653
7,84,90,50,50,"AE",0,0.43,3.125,"2",653
8,84,90,50,50,"AE",0,0.57,3.125,"2",653
9,84,90,50,50,"AE",0,1,3.125,"2",653
10,84,90,50,50,"AE",0,0.71,3.125,"2",653
11,84,90,50,50,"AE",0,1.14,3.125,"2",653
12,84,90,50,50,"AE",0,1.71,3.125,"2",653
12,84,90,50,50,"AE",0,1.71,3.125,"3",654
13,84,90,50,50,"AE",0,0.57,3.125,"3",654
14,84,90,50,50,"AE",0,0.71,3.125,"3",654
15,84,90,50,50,"AE",0,0.86,3.125,"3",654
16,84,90,50,50,"AE",0,0.71,3.125,"3",654
16,84,90,50,50,"AE",0,0.71,3.125,"2",655
17,84,90,50,50,"AE",0,1.29,3.125,"2",655
18,84,90,50,50,"AE",0,2.14,3.125,"2",655
19,84,90,50,50,"AE",0,2.43,3.125,"2",655
19,84,90,50,50,"AE",0,2.43,3.125,"3",656
20,84,90,50,50,"AE",0,2.86,3.125,"3",656
21,84,90,50,50,"AE",0,2.71,3.125,"3",656
22,84,90,50,50,"AE",0,1.86,3.125,"3",656
23,84,90,50,50,"AE",0,2.71,3.125,"3",656
24,84,90,50,50,"AE",0,2,3.125,"3",656
25,84,90,50,50,"AE",0,1.71,3.125,"3",656
26,84,90,50,50,"AE",0,1,3.125,"3",656
27,84,90,50,50,"AE",0,1,3.125,"3",656
28,84,90,50,50,"AE",0,2,3.125,"3",656
29,84,90,50,50,"AE",0,0.86,3.125,"3",656
30,84,90,50,50,"AE",0,1.29,3.125,"3",656
31,84,90,50,50,"AE",0,1.29,3.125,"3",656
32,84,90,50,50,"AE",0,1.14,3.125,"3",656
33,84,90,50,50,"AE",0,3.29,3.125,"3",656
33,84,90,50,50,"AE",0,3.29,3.125,"2",657
34,84,90,50,50,"AE",0,3.43,3.125,"2",657
34,84,90,50,50,"AE",0,3.43,3.125,"3",658
35,84,90,50,50,"AE",0,2.29,3.125,"3",658
36,84,90,50,50,"AE",0,2.71,3.125,"3",658
37,84,90,50,50,"AE",0,2.43,3.125,"3",658
38,84,90,50,50,"AE",0,2.43,3.125,"3",658
39,84,90,50,50,"AE",0,1.43,3.125,"3",658
40,84,90,50,50,"AE",0,2.71,3.125,"3",658
41,84,90,50,50,"AE",0,3.29,3.125,"3",658
42,84,90,50,50,"AE",0,3.29,3.125,"3",658
43,84,90,50,50,"AE",0,4.29,3.125,"3",658
44,84,90,50,50,"AE",0,4.86,3.125,"3",658
45,84,90,50,50,"AE",0,4.14,3.125,"3",658
46,84,90,50,50,"AE",0,3.43,3.125,"3",658
47,84,90,50,50,"AE",0,4.43,3.125,"3",658
48,84,90,50,50,"AE",0,4.29,3.125,"3",658
49,84,90,50,50,"AE",0,5,3.125,"3",658
50,84,90,50,50,"AE",0,5.71,3.125,"3",658
51,84,90,50,50,"AE",0,3.86,3.125,"3",658
52,84,90,50,50,"AE",0,3.14,3.125,"3",658
0,732,90,50,50,"AE",0,0.86,3.125,"1",5144
1,732,90,50,50,"AE",0,1.43,3.125,"1",5144
