"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,477,90,75,90,"TS",0,0.86,3.75,"1",3412
1,477,90,75,90,"TS",0,1.57,3.75,"1",3412
2,477,90,75,90,"TS",0,2.71,3.75,"1",3412
3,477,90,75,90,"TS",0,3.14,3.75,"1",3412
4,477,90,75,90,"TS",0,5.57,3.75,"1",3412
5,477,90,75,90,"TS",0,7,3.75,"1",3412
6,477,90,75,90,"TS",0,11.43,3.75,"1",3412
7,477,90,75,90,"TS",0,19.57,3.75,"1",3412
8,477,90,75,90,"TS",0,36.57,3.75,"1",3412
8,477,90,75,90,"TS",0,36.57,3.75,"1b",3413
9,477,90,75,90,"TS",0,48,3.75,"1b",3413
10,477,90,75,90,"TS",0,81.71,3.75,"1b",3413
11,477,90,75,90,"TS",0,109.71,3.75,"1b",3413
12,477,90,75,90,"TS",0,93.71,3.75,"1b",3413
12,477,90,75,90,"TS",0,93.71,3.75,"3",3414
13,477,90,75,90,"TS",0,70.86,3.75,"3",3414
14,477,90,75,90,"TS",0,84.57,3.75,"3",3414
15,477,90,75,90,"TS",0,43.43,3.75,"3",3414
16,477,90,75,90,"TS",0,43.43,3.75,"3",3414
17,477,90,75,90,"TS",0,80,3.75,"3",3414
18,477,90,75,90,"TS",0,66.29,3.75,"3",3414
19,477,90,75,90,"TS",0,75.43,3.75,"3",3414
20,477,90,75,90,"TS",0,61.71,3.75,"3",3414
21,477,90,75,90,"TS",0,50.29,3.75,"3",3414
22,477,90,75,90,"TS",0,50.29,3.75,"3",3414
23,477,90,75,90,"TS",0,15.43,3.75,"3",3414
24,477,90,75,90,"TS",0,24,3.75,"3",3414
25,477,90,75,90,"TS",0,25.71,3.75,"3",3414
25,477,90,75,90,"TS",0,25.71,3.75,"2",3415
26,477,90,75,90,"TS",0,22.86,3.75,"2",3415
27,477,90,75,90,"TS",0,24.57,3.75,"2",3415
28,477,90,75,90,"TS",0,22.29,3.75,"2",3415
29,477,90,75,90,"TS",0,13.71,3.75,"2",3415
30,477,90,75,90,"TS",0,21.14,3.75,"2",3415
30,477,90,75,90,"TS",0,21.14,3.75,"1b",3416
31,477,90,75,90,"TS",0,19.43,3.75,"1b",3416
32,477,90,75,90,"TS",0,15.43,3.75,"1b",3416
33,477,90,75,90,"TS",0,17.71,3.75,"1b",3416
34,477,90,75,90,"TS",0,23.43,3.75,"1b",3416
35,477,90,75,90,"TS",0,9.71,3.75,"1b",3416
36,477,90,75,90,"TS",0,9.57,3.75,"1b",3416
37,477,90,75,90,"TS",0,6.57,3.75,"1b",3416
37,477,90,75,90,"TS",0,6.57,3.75,"1",3417
38,477,90,75,90,"TS",0,7.71,3.75,"1",3417
39,477,90,75,90,"TS",0,8.14,3.75,"1",3417
40,477,90,75,90,"TS",0,6.43,3.75,"1",3417
41,477,90,75,90,"TS",0,4.14,3.75,"1",3417
42,477,90,75,90,"TS",0,4,3.75,"1",3417
43,477,90,75,90,"TS",0,4.86,3.75,"1",3417
44,477,90,75,90,"TS",0,3.86,3.75,"1",3417
45,477,90,75,90,"TS",0,4,3.75,"1",3417
46,477,90,75,90,"TS",0,3.29,3.75,"1",3417
47,477,90,75,90,"TS",0,4.57,3.75,"1",3417
48,477,90,75,90,"TS",0,4.86,3.75,"1",3417
49,477,90,75,90,"TS",0,4.57,3.75,"1",3417
50,477,90,75,90,"TS",0,2.86,3.75,"1",3417
51,477,90,75,90,"TS",0,2.86,3.75,"1",3417
52,477,90,75,90,"TS",0,2.29,3.75,"1",3417
0,1125,90,75,90,"TS",0,0.86,3.75,"1",8017
1,1125,90,75,90,"TS",0,1.14,3.75,"1",8017
2,1125,90,75,90,"TS",0,2.43,3.75,"1",8017
3,1125,90,75,90,"TS",0,3.86,3.75,"1",8017
4,1125,90,75,90,"TS",0,7.14,3.75,"1",8017
5,1125,90,75,90,"TS",0,10.57,3.75,"1",8017
6,1125,90,75,90,"TS",0,19.43,3.75,"1",8017
7,1125,90,75,90,"TS",0,36.57,3.75,"1",8017
7,1125,90,75,90,"TS",0,36.57,3.75,"1b",8018
8,1125,90,75,90,"TS",0,37.14,3.75,"1b",8018
9,1125,90,75,90,"TS",0,53.14,3.75,"1b",8018
10,1125,90,75,90,"TS",0,85.71,3.75,"1b",8018
11,1125,90,75,90,"TS",0,118.86,3.75,"1b",8018
11,1125,90,75,90,"TS",0,118.86,3.75,"3",8019
12,1125,90,75,90,"TS",0,102.86,3.75,"3",8019
13,1125,90,75,90,"TS",0,80,3.75,"3",8019
14,1125,90,75,90,"TS",0,82.29,3.75,"3",8019
15,1125,90,75,90,"TS",0,54.86,3.75,"3",8019
16,1125,90,75,90,"TS",0,52.57,3.75,"3",8019
17,1125,90,75,90,"TS",0,48,3.75,"3",8019
18,1125,90,75,90,"TS",0,20.57,3.75,"3",8019
19,1125,90,75,90,"TS",0,20.57,3.75,"3",8019
20,1125,90,75,90,"TS",0,20,3.75,"3",8019
20,1125,90,75,90,"TS",0,20,3.75,"2",8020
21,1125,90,75,90,"TS",0,13.71,3.75,"2",8020
22,1125,90,75,90,"TS",0,14.29,3.75,"2",8020
23,1125,90,75,90,"TS",0,18.29,3.75,"2",8020
23,1125,90,75,90,"TS",0,18.29,3.75,"1b",8021
24,1125,90,75,90,"TS",0,37.14,3.75,"1b",8021
25,1125,90,75,90,"TS",0,42.29,3.75,"1b",8021
26,1125,90,75,90,"TS",0,48,3.75,"1b",8021
27,1125,90,75,90,"TS",0,41.14,3.75,"1b",8021
28,1125,90,75,90,"TS",0,38.86,3.75,"1b",8021
29,1125,90,75,90,"TS",0,33.71,3.75,"1b",8021
30,1125,90,75,90,"TS",0,33.14,3.75,"1b",8021
31,1125,90,75,90,"TS",0,25.14,3.75,"1b",8021
32,1125,90,75,90,"TS",0,22.86,3.75,"1b",8021
