"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,23,75,90,75,"AE",1,0.86,2.5,"1",161
1,23,75,90,75,"AE",1,0.57,2.5,"1",161
1,23,75,90,75,"AE",1,0.57,2.5,"2",162
2,23,75,90,75,"AE",1,0.86,2.5,"2",162
3,23,75,90,75,"AE",1,0.86,2.5,"2",162
4,23,75,90,75,"AE",1,0.43,2.5,"2",162
5,23,75,90,75,"AE",1,0.57,2.5,"2",162
6,23,75,90,75,"AE",1,0.43,2.5,"2",162
7,23,75,90,75,"AE",1,0.43,2.5,"2",162
8,23,75,90,75,"AE",1,0.14,2.5,"2",162
9,23,75,90,75,"AE",1,0,2.5,"2",162
10,23,75,90,75,"AE",1,0,2.5,"2",162
11,23,75,90,75,"AE",1,0,2.5,"2",162
11,23,75,90,75,"AE",1,0,2.5,"1b",163
12,23,75,90,75,"AE",1,0,2.5,"1b",163
13,23,75,90,75,"AE",1,0,2.5,"1b",163
14,23,75,90,75,"AE",1,0,2.5,"1b",163
14,23,75,90,75,"AE",1,0,2.5,"1",164
15,23,75,90,75,"AE",1,0.14,2.5,"1",164
16,23,75,90,75,"AE",1,0.14,2.5,"1",164
17,23,75,90,75,"AE",1,0.14,2.5,"1",164
18,23,75,90,75,"AE",1,0.29,2.5,"1",164
18,23,75,90,75,"AE",1,0.29,2.5,"1b",165
19,23,75,90,75,"AE",1,0.71,2.5,"1b",165
19,23,75,90,75,"AE",1,0.71,2.5,"2",166
20,23,75,90,75,"AE",1,0.57,2.5,"2",166
21,23,75,90,75,"AE",1,0.29,2.5,"2",166
22,23,75,90,75,"AE",1,0.57,2.5,"2",166
23,23,75,90,75,"AE",1,0.43,2.5,"2",166
24,23,75,90,75,"AE",1,0,2.5,"2",166
25,23,75,90,75,"AE",1,0.29,2.5,"2",166
26,23,75,90,75,"AE",1,0.14,2.5,"2",166
26,23,75,90,75,"AE",1,0.14,2.5,"1b",167
27,23,75,90,75,"AE",1,0.43,2.5,"1b",167
28,23,75,90,75,"AE",1,0.57,2.5,"1b",167
29,23,75,90,75,"AE",1,0.43,2.5,"1b",167
