"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,462,75,50,50,"TS",0,0.86,3.75,"1",3247
1,462,75,50,50,"TS",0,1.57,3.75,"1",3247
2,462,75,50,50,"TS",0,2.71,3.75,"1",3247
3,462,75,50,50,"TS",0,3.14,3.75,"1",3247
4,462,75,50,50,"TS",0,5.57,3.75,"1",3247
5,462,75,50,50,"TS",0,7.43,3.75,"1",3247
6,462,75,50,50,"TS",0,8.86,3.75,"1",3247
7,462,75,50,50,"TS",0,16.43,3.75,"1",3247
8,462,75,50,50,"TS",0,25.57,3.75,"1",3247
9,462,75,50,50,"TS",0,39.43,3.75,"1",3247
9,462,75,50,50,"TS",0,39.43,3.75,"1b",3248
10,462,75,50,50,"TS",0,48,3.75,"1b",3248
11,462,75,50,50,"TS",0,61.14,3.75,"1b",3248
12,462,75,50,50,"TS",0,107.43,3.75,"1b",3248
12,462,75,50,50,"TS",0,107.43,3.75,"3",3249
13,462,75,50,50,"TS",0,98.29,3.75,"3",3249
14,462,75,50,50,"TS",0,114.29,3.75,"3",3249
15,462,75,50,50,"TS",0,148.57,3.75,"3",3249
15,462,75,50,50,"TS",0,148.57,3.75,"4",3250
16,462,75,50,50,"TS",0,86.86,3.75,"4",3250
17,462,75,50,50,"TS",0,61.71,3.75,"4",3250
18,462,75,50,50,"TS",0,45.71,3.75,"4",3250
19,462,75,50,50,"TS",0,21.71,3.75,"4",3250
20,462,75,50,50,"TS",0,10.29,3.75,"4",3250
21,462,75,50,50,"TS",0,15.43,3.75,"4",3250
22,462,75,50,50,"TS",0,14.29,3.75,"4",3250
22,462,75,50,50,"TS",0,14.29,3.75,"3",3251
23,462,75,50,50,"TS",0,13.14,3.75,"3",3251
24,462,75,50,50,"TS",0,14.86,3.75,"3",3251
24,462,75,50,50,"TS",0,14.86,3.75,"2",3252
25,462,75,50,50,"TS",0,8.14,3.75,"2",3252
26,462,75,50,50,"TS",0,10.14,3.75,"2",3252
27,462,75,50,50,"TS",0,13.57,3.75,"2",3252
27,462,75,50,50,"TS",0,13.57,3.75,"1b",3253
28,462,75,50,50,"TS",0,12.29,3.75,"1b",3253
29,462,75,50,50,"TS",0,23.43,3.75,"1b",3253
30,462,75,50,50,"TS",0,32,3.75,"1b",3253
31,462,75,50,50,"TS",0,55.43,3.75,"1b",3253
32,462,75,50,50,"TS",0,65.71,3.75,"1b",3253
33,462,75,50,50,"TS",0,116.57,3.75,"1b",3253
33,462,75,50,50,"TS",0,116.57,3.75,"3",3254
34,462,75,50,50,"TS",0,144,3.75,"3",3254
35,462,75,50,50,"TS",0,98.29,3.75,"3",3254
35,462,75,50,50,"TS",0,98.29,3.75,"4",3255
36,462,75,50,50,"TS",0,66.29,3.75,"4",3255
37,462,75,50,50,"TS",0,68.57,3.75,"4",3255
38,462,75,50,50,"TS",0,32,3.75,"4",3255
39,462,75,50,50,"TS",0,12,3.75,"4",3255
40,462,75,50,50,"TS",0,10.29,3.75,"4",3255
41,462,75,50,50,"TS",0,13.14,3.75,"4",3255
41,462,75,50,50,"TS",0,13.14,3.75,"3",3256
42,462,75,50,50,"TS",0,6.71,3.75,"3",3256
43,462,75,50,50,"TS",0,7.71,3.75,"3",3256
44,462,75,50,50,"TS",0,9,3.75,"3",3256
44,462,75,50,50,"TS",0,9,3.75,"2",3257
45,462,75,50,50,"TS",0,10.43,3.75,"2",3257
46,462,75,50,50,"TS",0,9.86,3.75,"2",3257
47,462,75,50,50,"TS",0,13.43,3.75,"2",3257
47,462,75,50,50,"TS",0,13.43,3.75,"1b",3258
48,462,75,50,50,"TS",0,14.29,3.75,"1b",3258
49,462,75,50,50,"TS",0,22.57,3.75,"1b",3258
50,462,75,50,50,"TS",0,26.86,3.75,"1b",3258
51,462,75,50,50,"TS",0,26.29,3.75,"1b",3258
52,462,75,50,50,"TS",0,35.43,3.75,"1b",3258
0,1108,75,50,50,"TS",0,0.86,3.75,"1",7851
1,1108,75,50,50,"TS",0,1.14,3.75,"1",7851
2,1108,75,50,50,"TS",0,2.43,3.75,"1",7851
3,1108,75,50,50,"TS",0,3.86,3.75,"1",7851
4,1108,75,50,50,"TS",0,7.14,3.75,"1",7851
5,1108,75,50,50,"TS",0,13.29,3.75,"1",7851
6,1108,75,50,50,"TS",0,22.86,3.75,"1",7851
7,1108,75,50,50,"TS",0,31.43,3.75,"1",7851
7,1108,75,50,50,"TS",0,31.43,3.75,"1b",7852
8,1108,75,50,50,"TS",0,66.86,3.75,"1b",7852
9,1108,75,50,50,"TS",0,133.14,3.75,"1b",7852
10,1108,75,50,50,"TS",0,169.14,3.75,"1b",7852
10,1108,75,50,50,"TS",0,169.14,3.75,"4",7853
11,1108,75,50,50,"TS",0,100.57,3.75,"4",7853
12,1108,75,50,50,"TS",0,82.29,3.75,"4",7853
13,1108,75,50,50,"TS",0,25.14,3.75,"4",7853
14,1108,75,50,50,"TS",0,29.71,3.75,"4",7853
15,1108,75,50,50,"TS",0,23.43,3.75,"4",7853
15,1108,75,50,50,"TS",0,23.43,3.75,"3",7854
16,1108,75,50,50,"TS",0,26.86,3.75,"3",7854
17,1108,75,50,50,"TS",0,31.43,3.75,"3",7854
18,1108,75,50,50,"TS",0,32,3.75,"3",7854
19,1108,75,50,50,"TS",0,24,3.75,"3",7854
20,1108,75,50,50,"TS",0,35.43,3.75,"3",7854
21,1108,75,50,50,"TS",0,27.43,3.75,"3",7854
22,1108,75,50,50,"TS",0,26.29,3.75,"3",7854
23,1108,75,50,50,"TS",0,20,3.75,"3",7854
24,1108,75,50,50,"TS",0,21.71,3.75,"3",7854
25,1108,75,50,50,"TS",0,17.71,3.75,"3",7854
25,1108,75,50,50,"TS",0,17.71,3.75,"2",7855
26,1108,75,50,50,"TS",0,25.14,3.75,"2",7855
27,1108,75,50,50,"TS",0,36,3.75,"2",7855
28,1108,75,50,50,"TS",0,38.86,3.75,"2",7855
29,1108,75,50,50,"TS",0,40.57,3.75,"2",7855
30,1108,75,50,50,"TS",0,48,3.75,"2",7855
31,1108,75,50,50,"TS",0,51.43,3.75,"2",7855
32,1108,75,50,50,"TS",0,88.57,3.75,"2",7855
33,1108,75,50,50,"TS",0,96,3.75,"2",7855
33,1108,75,50,50,"TS",0,96,3.75,"3",7856
34,1108,75,50,50,"TS",0,98.29,3.75,"3",7856
35,1108,75,50,50,"TS",0,93.71,3.75,"3",7856
36,1108,75,50,50,"TS",0,121.14,3.75,"3",7856
37,1108,75,50,50,"TS",0,82.29,3.75,"3",7856
38,1108,75,50,50,"TS",0,77.71,3.75,"3",7856
39,1108,75,50,50,"TS",0,59.43,3.75,"3",7856
40,1108,75,50,50,"TS",0,57.14,3.75,"3",7856
41,1108,75,50,50,"TS",0,19.43,3.75,"3",7856
42,1108,75,50,50,"TS",0,21.14,3.75,"3",7856
43,1108,75,50,50,"TS",0,16,3.75,"3",7856
43,1108,75,50,50,"TS",0,16,3.75,"2",7857
44,1108,75,50,50,"TS",0,21.71,3.75,"2",7857
45,1108,75,50,50,"TS",0,24.57,3.75,"2",7857
46,1108,75,50,50,"TS",0,34.86,3.75,"2",7857
46,1108,75,50,50,"TS",0,34.86,3.75,"1b",7858
47,1108,75,50,50,"TS",0,41.14,3.75,"1b",7858
48,1108,75,50,50,"TS",0,45.14,3.75,"1b",7858
49,1108,75,50,50,"TS",0,56,3.75,"1b",7858
50,1108,75,50,50,"TS",0,64,3.75,"1b",7858
51,1108,75,50,50,"TS",0,26.29,3.75,"1b",7858
51,1108,75,50,50,"TS",0,26.29,3.75,"3",7859
52,1108,75,50,50,"TS",0,36,3.75,"3",7859
0,1757,75,50,50,"TS",0,0.86,3.75,"1",12377
1,1757,75,50,50,"TS",0,2.29,3.75,"1",12377
2,1757,75,50,50,"TS",0,5.71,3.75,"1",12377
3,1757,75,50,50,"TS",0,8.86,3.75,"1",12377
4,1757,75,50,50,"TS",0,12.57,3.75,"1",12377
5,1757,75,50,50,"TS",0,16.86,3.75,"1",12377
6,1757,75,50,50,"TS",0,35.43,3.75,"1",12377
6,1757,75,50,50,"TS",0,35.43,3.75,"1b",12378
7,1757,75,50,50,"TS",0,53.14,3.75,"1b",12378
8,1757,75,50,50,"TS",0,84.57,3.75,"1b",12378
9,1757,75,50,50,"TS",0,134.86,3.75,"1b",12378
9,1757,75,50,50,"TS",0,134.86,3.75,"3",12379
10,1757,75,50,50,"TS",0,118.86,3.75,"3",12379
11,1757,75,50,50,"TS",0,123.43,3.75,"3",12379
11,1757,75,50,50,"TS",0,123.43,3.75,"4",12380
12,1757,75,50,50,"TS",0,91.43,3.75,"4",12380
13,1757,75,50,50,"TS",0,43.43,3.75,"4",12380
14,1757,75,50,50,"TS",0,45.71,3.75,"4",12380
15,1757,75,50,50,"TS",0,7.43,3.75,"4",12380
16,1757,75,50,50,"TS",0,5.14,3.75,"4",12380
17,1757,75,50,50,"TS",0,7.71,3.75,"4",12380
17,1757,75,50,50,"TS",0,7.71,3.75,"3",12381
18,1757,75,50,50,"TS",0,5.43,3.75,"3",12381
19,1757,75,50,50,"TS",0,7,3.75,"3",12381
19,1757,75,50,50,"TS",0,7,3.75,"2",12382
20,1757,75,50,50,"TS",0,8.29,3.75,"2",12382
21,1757,75,50,50,"TS",0,11.43,3.75,"2",12382
22,1757,75,50,50,"TS",0,13.43,3.75,"2",12382
22,1757,75,50,50,"TS",0,13.43,3.75,"1b",12383
23,1757,75,50,50,"TS",0,27.14,3.75,"1b",12383
24,1757,75,50,50,"TS",0,41.71,3.75,"1b",12383
25,1757,75,50,50,"TS",0,50.86,3.75,"1b",12383
26,1757,75,50,50,"TS",0,53.14,3.75,"1b",12383
27,1757,75,50,50,"TS",0,130.29,3.75,"1b",12383
27,1757,75,50,50,"TS",0,130.29,3.75,"3",12384
28,1757,75,50,50,"TS",0,112,3.75,"3",12384
29,1757,75,50,50,"TS",0,82.29,3.75,"3",12384
30,1757,75,50,50,"TS",0,121.14,3.75,"3",12384
30,1757,75,50,50,"TS",0,121.14,3.75,"4",12385
31,1757,75,50,50,"TS",0,59.43,3.75,"4",12385
32,1757,75,50,50,"TS",0,29.71,3.75,"4",12385
33,1757,75,50,50,"TS",0,12,3.75,"4",12385
34,1757,75,50,50,"TS",0,10.86,3.75,"4",12385
35,1757,75,50,50,"TS",0,6.86,3.75,"4",12385
35,1757,75,50,50,"TS",0,6.86,3.75,"3",12386
36,1757,75,50,50,"TS",0,4.29,3.75,"3",12386
37,1757,75,50,50,"TS",0,3.86,3.75,"3",12386
38,1757,75,50,50,"TS",0,3.14,3.75,"3",12386
38,1757,75,50,50,"TS",0,3.14,3.75,"2",12387
39,1757,75,50,50,"TS",0,3,3.75,"2",12387
40,1757,75,50,50,"TS",0,3.86,3.75,"2",12387
41,1757,75,50,50,"TS",0,4.43,3.75,"2",12387
41,1757,75,50,50,"TS",0,4.43,3.75,"1b",12388
42,1757,75,50,50,"TS",0,6.71,3.75,"1b",12388
43,1757,75,50,50,"TS",0,8.14,3.75,"1b",12388
44,1757,75,50,50,"TS",0,6.71,3.75,"1b",12388
44,1757,75,50,50,"TS",0,6.71,3.75,"1",12389
45,1757,75,50,50,"TS",0,10.14,3.75,"1",12389
46,1757,75,50,50,"TS",0,11.71,3.75,"1",12389
47,1757,75,50,50,"TS",0,12.43,3.75,"1",12389
48,1757,75,50,50,"TS",0,11.43,3.75,"1",12389
49,1757,75,50,50,"TS",0,14.14,3.75,"1",12389
50,1757,75,50,50,"TS",0,20.29,3.75,"1",12389
51,1757,75,50,50,"TS",0,30.29,3.75,"1",12389
51,1757,75,50,50,"TS",0,30.29,3.75,"1b",12390
52,1757,75,50,50,"TS",0,22.86,3.75,"1b",12390
0,2405,75,50,50,"TS",0,0.86,3.75,"1",16609
1,2405,75,50,50,"TS",0,3.43,3.75,"1",16609
2,2405,75,50,50,"TS",0,2.86,3.75,"1",16609
3,2405,75,50,50,"TS",0,2.29,3.75,"1",16609
4,2405,75,50,50,"TS",0,3,3.75,"1",16609
5,2405,75,50,50,"TS",0,2.43,3.75,"1",16609
6,2405,75,50,50,"TS",0,7,3.75,"1",16609
7,2405,75,50,50,"TS",0,6.71,3.75,"1",16609
8,2405,75,50,50,"TS",0,9.29,3.75,"1",16609
9,2405,75,50,50,"TS",0,15.29,3.75,"1",16609
10,2405,75,50,50,"TS",0,22.43,3.75,"1",16609
10,2405,75,50,50,"TS",0,22.43,3.75,"1b",16610
11,2405,75,50,50,"TS",0,36.57,3.75,"1b",16610
12,2405,75,50,50,"TS",0,50.29,3.75,"1b",16610
13,2405,75,50,50,"TS",0,76.57,3.75,"1b",16610
14,2405,75,50,50,"TS",0,148.57,3.75,"1b",16610
14,2405,75,50,50,"TS",0,148.57,3.75,"3",16611
15,2405,75,50,50,"TS",0,178.29,3.75,"3",16611
15,2405,75,50,50,"TS",0,178.29,3.75,"4",16612
16,2405,75,50,50,"TS",0,141.71,3.75,"4",16612
17,2405,75,50,50,"TS",0,102.86,3.75,"4",16612
18,2405,75,50,50,"TS",0,91.43,3.75,"4",16612
19,2405,75,50,50,"TS",0,52.57,3.75,"4",16612
20,2405,75,50,50,"TS",0,43.43,3.75,"4",16612
21,2405,75,50,50,"TS",0,25.71,3.75,"4",16612
22,2405,75,50,50,"TS",0,9.71,3.75,"4",16612
23,2405,75,50,50,"TS",0,12.57,3.75,"4",16612
23,2405,75,50,50,"TS",0,12.57,3.75,"3",16613
24,2405,75,50,50,"TS",0,6.71,3.75,"3",16613
25,2405,75,50,50,"TS",0,7.71,3.75,"3",16613
26,2405,75,50,50,"TS",0,9.43,3.75,"3",16613
26,2405,75,50,50,"TS",0,9.43,3.75,"2",16614
27,2405,75,50,50,"TS",0,9.14,3.75,"2",16614
28,2405,75,50,50,"TS",0,7.86,3.75,"2",16614
