"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,457,75,90,90,"TS",1,0.86,3.75,"1",3204
1,457,75,90,90,"TS",1,1.57,3.75,"1",3204
2,457,75,90,90,"TS",1,2.71,3.75,"1",3204
3,457,75,90,90,"TS",1,3.14,3.75,"1",3204
4,457,75,90,90,"TS",1,5.86,3.75,"1",3204
5,457,75,90,90,"TS",1,8,3.75,"1",3204
6,457,75,90,90,"TS",1,11.86,3.75,"1",3204
7,457,75,90,90,"TS",1,21.14,3.75,"1",3204
8,457,75,90,90,"TS",1,43.43,3.75,"1",3204
8,457,75,90,90,"TS",1,43.43,3.75,"1b",3205
9,457,75,90,90,"TS",1,46.86,3.75,"1b",3205
10,457,75,90,90,"TS",1,59.43,3.75,"1b",3205
11,457,75,90,90,"TS",1,93.71,3.75,"1b",3205
11,457,75,90,90,"TS",1,93.71,3.75,"3",3206
12,457,75,90,90,"TS",1,89.14,3.75,"3",3206
13,457,75,90,90,"TS",1,82.29,3.75,"3",3206
14,457,75,90,90,"TS",1,105.14,3.75,"3",3206
15,457,75,90,90,"TS",1,80,3.75,"3",3206
16,457,75,90,90,"TS",1,105.14,3.75,"3",3206
17,457,75,90,90,"TS",1,123.43,3.75,"3",3206
18,457,75,90,90,"TS",1,125.71,3.75,"3",3206
19,457,75,90,90,"TS",1,105.14,3.75,"3",3206
20,457,75,90,90,"TS",1,130.29,3.75,"3",3206
21,457,75,90,90,"TS",1,116.57,3.75,"3",3206
22,457,75,90,90,"TS",1,134.86,3.75,"3",3206
23,457,75,90,90,"TS",1,153.14,3.75,"3",3206
24,457,75,90,90,"TS",1,112,3.75,"3",3206
25,457,75,90,90,"TS",1,84.57,3.75,"3",3206
26,457,75,90,90,"TS",1,54.86,3.75,"3",3206
27,457,75,90,90,"TS",1,36.57,3.75,"3",3206
28,457,75,90,90,"TS",1,11.43,3.75,"3",3206
28,457,75,90,90,"TS",1,11.43,3.75,"2",3207
29,457,75,90,90,"TS",1,12.57,3.75,"2",3207
30,457,75,90,90,"TS",1,19.43,3.75,"2",3207
31,457,75,90,90,"TS",1,32.57,3.75,"2",3207
31,457,75,90,90,"TS",1,32.57,3.75,"1b",3208
32,457,75,90,90,"TS",1,31.43,3.75,"1b",3208
33,457,75,90,90,"TS",1,38.29,3.75,"1b",3208
33,457,75,90,90,"TS",1,38.29,3.75,"1",3209
34,457,75,90,90,"TS",1,41.71,3.75,"1",3209
35,457,75,90,90,"TS",1,39.43,3.75,"1",3209
36,457,75,90,90,"TS",1,41.14,3.75,"1",3209
37,457,75,90,90,"TS",1,42.29,3.75,"1",3209
38,457,75,90,90,"TS",1,32,3.75,"1",3209
39,457,75,90,90,"TS",1,40.57,3.75,"1",3209
40,457,75,90,90,"TS",1,37.71,3.75,"1",3209
41,457,75,90,90,"TS",1,29.14,3.75,"1",3209
42,457,75,90,90,"TS",1,31.43,3.75,"1",3209
43,457,75,90,90,"TS",1,37.14,3.75,"1",3209
44,457,75,90,90,"TS",1,24,3.75,"1",3209
45,457,75,90,90,"TS",1,31.43,3.75,"1",3209
46,457,75,90,90,"TS",1,34.29,3.75,"1",3209
47,457,75,90,90,"TS",1,25.14,3.75,"1",3209
48,457,75,90,90,"TS",1,21.14,3.75,"1",3209
49,457,75,90,90,"TS",1,17.14,3.75,"1",3209
50,457,75,90,90,"TS",1,5.71,3.75,"1",3209
51,457,75,90,90,"TS",1,2.57,3.75,"1",3209
52,457,75,90,90,"TS",1,3,3.75,"1",3209
0,1105,75,90,90,"TS",1,0.86,3.75,"1",7830
1,1105,75,90,90,"TS",1,1.14,3.75,"1",7830
2,1105,75,90,90,"TS",1,2.43,3.75,"1",7830
3,1105,75,90,90,"TS",1,3.86,3.75,"1",7830
4,1105,75,90,90,"TS",1,7,3.75,"1",7830
5,1105,75,90,90,"TS",1,11.57,3.75,"1",7830
6,1105,75,90,90,"TS",1,14.29,3.75,"1",7830
7,1105,75,90,90,"TS",1,35.14,3.75,"1",7830
8,1105,75,90,90,"TS",1,42.29,3.75,"1",7830
8,1105,75,90,90,"TS",1,42.29,3.75,"1b",7831
9,1105,75,90,90,"TS",1,45.14,3.75,"1b",7831
10,1105,75,90,90,"TS",1,52,3.75,"1b",7831
11,1105,75,90,90,"TS",1,86.86,3.75,"1b",7831
12,1105,75,90,90,"TS",1,214.86,3.75,"1b",7831
12,1105,75,90,90,"TS",1,214.86,3.75,"3",7832
13,1105,75,90,90,"TS",1,148.57,3.75,"3",7832
13,1105,75,90,90,"TS",1,148.57,3.75,"4",7833
14,1105,75,90,90,"TS",1,73.14,3.75,"4",7833
15,1105,75,90,90,"TS",1,66.29,3.75,"4",7833
16,1105,75,90,90,"TS",1,48,3.75,"4",7833
17,1105,75,90,90,"TS",1,31.43,3.75,"4",7833
18,1105,75,90,90,"TS",1,9.71,3.75,"4",7833
19,1105,75,90,90,"TS",1,15.43,3.75,"4",7833
19,1105,75,90,90,"TS",1,15.43,3.75,"3",7834
20,1105,75,90,90,"TS",1,8.71,3.75,"3",7834
21,1105,75,90,90,"TS",1,3.43,3.75,"3",7834
22,1105,75,90,90,"TS",1,5.71,3.75,"3",7834
22,1105,75,90,90,"TS",1,5.71,3.75,"2",7835
23,1105,75,90,90,"TS",1,5.29,3.75,"2",7835
24,1105,75,90,90,"TS",1,6.86,3.75,"2",7835
25,1105,75,90,90,"TS",1,6.29,3.75,"2",7835
25,1105,75,90,90,"TS",1,6.29,3.75,"1b",7836
26,1105,75,90,90,"TS",1,9.86,3.75,"1b",7836
27,1105,75,90,90,"TS",1,10.57,3.75,"1b",7836
28,1105,75,90,90,"TS",1,9.71,3.75,"1b",7836
28,1105,75,90,90,"TS",1,9.71,3.75,"1",7837
29,1105,75,90,90,"TS",1,10.86,3.75,"1",7837
30,1105,75,90,90,"TS",1,11.57,3.75,"1",7837
31,1105,75,90,90,"TS",1,13.29,3.75,"1",7837
32,1105,75,90,90,"TS",1,14.29,3.75,"1",7837
33,1105,75,90,90,"TS",1,14.14,3.75,"1",7837
34,1105,75,90,90,"TS",1,13.43,3.75,"1",7837
35,1105,75,90,90,"TS",1,10.43,3.75,"1",7837
