"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,610,60,75,90,"LS",1,0.86,3.75,"1",3947
1,610,60,75,90,"LS",1,1.57,3.75,"1",3947
2,610,60,75,90,"LS",1,2.71,3.75,"1",3947
3,610,60,75,90,"LS",1,3.14,3.75,"1",3947
4,610,60,75,90,"LS",1,5.57,3.75,"1",3947
5,610,60,75,90,"LS",1,7,3.75,"1",3947
6,610,60,75,90,"LS",1,11.43,3.75,"1",3947
7,610,60,75,90,"LS",1,18.57,3.75,"1",3947
8,610,60,75,90,"LS",1,29.71,3.75,"1",3947
9,610,60,75,90,"LS",1,45.14,3.75,"1",3947
10,610,60,75,90,"LS",1,70.29,3.75,"1",3947
11,610,60,75,90,"LS",1,105.14,3.75,"1",3947
12,610,60,75,90,"LS",1,178.29,3.75,"1",3947
12,610,60,75,90,"LS",1,178.29,3.75,"1b",3948
13,610,60,75,90,"LS",1,285.71,3.75,"1b",3948
14,610,60,75,90,"LS",1,694.86,3.75,"1b",3948
15,610,60,75,90,"LS",1,905.14,3.75,"1b",3948
16,610,60,75,90,"LS",1,1088,3.75,"1b",3948
16,610,60,75,90,"LS",1,1088,3.75,"3",3949
17,610,60,75,90,"LS",1,1097.14,3.75,"3",3949
18,610,60,75,90,"LS",1,1170.29,3.75,"3",3949
19,610,60,75,90,"LS",1,1353.14,3.75,"3",3949
20,610,60,75,90,"LS",1,1206.86,3.75,"3",3949
20,610,60,75,90,"LS",1,1206.86,3.75,"4",3950
21,610,60,75,90,"LS",1,585.14,3.75,"4",3950
22,610,60,75,90,"LS",1,420.57,3.75,"4",3950
23,610,60,75,90,"LS",1,292.57,3.75,"4",3950
24,610,60,75,90,"LS",1,292.57,3.75,"4",3950
25,610,60,75,90,"LS",1,265.14,3.75,"4",3950
26,610,60,75,90,"LS",1,219.43,3.75,"4",3950
27,610,60,75,90,"LS",1,112,3.75,"4",3950
27,610,60,75,90,"LS",1,112,3.75,"3",3951
28,610,60,75,90,"LS",1,77.71,3.75,"3",3951
29,610,60,75,90,"LS",1,64,3.75,"3",3951
30,610,60,75,90,"LS",1,77.71,3.75,"3",3951
30,610,60,75,90,"LS",1,77.71,3.75,"2",3952
31,610,60,75,90,"LS",1,48,3.75,"2",3952
32,610,60,75,90,"LS",1,29.71,3.75,"2",3952
33,610,60,75,90,"LS",1,17.71,3.75,"2",3952
33,610,60,75,90,"LS",1,17.71,3.75,"1b",3953
34,610,60,75,90,"LS",1,19.43,3.75,"1b",3953
35,610,60,75,90,"LS",1,18.86,3.75,"1b",3953
36,610,60,75,90,"LS",1,16,3.75,"1b",3953
36,610,60,75,90,"LS",1,16,3.75,"1",3954
37,610,60,75,90,"LS",1,14.86,3.75,"1",3954
38,610,60,75,90,"LS",1,19.43,3.75,"1",3954
39,610,60,75,90,"LS",1,26.86,3.75,"1",3954
