"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,278,75,50,90,"ME",1,0.86,3.75,"1",2236
1,278,75,50,90,"ME",1,1.43,3.75,"1",2236
1,278,75,50,90,"ME",1,1.43,3.75,"1b",2237
2,278,75,50,90,"ME",1,1,3.75,"1b",2237
2,278,75,50,90,"ME",1,1,3.75,"2",2238
3,278,75,50,90,"ME",1,1.71,3.75,"2",2238
4,278,75,50,90,"ME",1,2.29,3.75,"2",2238
5,278,75,50,90,"ME",1,4.29,3.75,"2",2238
6,278,75,50,90,"ME",1,2.29,3.75,"2",2238
7,278,75,50,90,"ME",1,3.71,3.75,"2",2238
8,278,75,50,90,"ME",1,5.43,3.75,"2",2238
9,278,75,50,90,"ME",1,2.86,3.75,"2",2238
10,278,75,50,90,"ME",1,5.71,3.75,"2",2238
11,278,75,50,90,"ME",1,5.71,3.75,"2",2238
12,278,75,50,90,"ME",1,6.86,3.75,"2",2238
13,278,75,50,90,"ME",1,10,3.75,"2",2238
13,278,75,50,90,"ME",1,10,3.75,"3",2239
14,278,75,50,90,"ME",1,8.57,3.75,"3",2239
15,278,75,50,90,"ME",1,4.43,3.75,"3",2239
16,278,75,50,90,"ME",1,6.43,3.75,"3",2239
17,278,75,50,90,"ME",1,8.29,3.75,"3",2239
17,278,75,50,90,"ME",1,8.29,3.75,"2",2240
18,278,75,50,90,"ME",1,8.14,3.75,"2",2240
19,278,75,50,90,"ME",1,9.43,3.75,"2",2240
20,278,75,50,90,"ME",1,13.57,3.75,"2",2240
21,278,75,50,90,"ME",1,12.43,3.75,"2",2240
21,278,75,50,90,"ME",1,12.43,3.75,"3",2241
22,278,75,50,90,"ME",1,7.43,3.75,"3",2241
23,278,75,50,90,"ME",1,3.86,3.75,"3",2241
24,278,75,50,90,"ME",1,5.14,3.75,"3",2241
25,278,75,50,90,"ME",1,7.14,3.75,"3",2241
25,278,75,50,90,"ME",1,7.14,3.75,"2",2242
26,278,75,50,90,"ME",1,6.29,3.75,"2",2242
27,278,75,50,90,"ME",1,7.71,3.75,"2",2242
28,278,75,50,90,"ME",1,8.86,3.75,"2",2242
29,278,75,50,90,"ME",1,6.86,3.75,"2",2242
30,278,75,50,90,"ME",1,9.29,3.75,"2",2242
31,278,75,50,90,"ME",1,8.43,3.75,"2",2242
32,278,75,50,90,"ME",1,8,3.75,"2",2242
33,278,75,50,90,"ME",1,10.29,3.75,"2",2242
34,278,75,50,90,"ME",1,9.86,3.75,"2",2242
35,278,75,50,90,"ME",1,10.43,3.75,"2",2242
36,278,75,50,90,"ME",1,11.43,3.75,"2",2242
37,278,75,50,90,"ME",1,11.57,3.75,"2",2242
38,278,75,50,90,"ME",1,9.43,3.75,"2",2242
39,278,75,50,90,"ME",1,7.29,3.75,"2",2242
40,278,75,50,90,"ME",1,4.71,3.75,"2",2242
41,278,75,50,90,"ME",1,3.86,3.75,"2",2242
42,278,75,50,90,"ME",1,3.57,3.75,"2",2242
43,278,75,50,90,"ME",1,4.14,3.75,"2",2242
43,278,75,50,90,"ME",1,4.14,3.75,"1b",2243
44,278,75,50,90,"ME",1,3.86,3.75,"1b",2243
45,278,75,50,90,"ME",1,5.29,3.75,"1b",2243
46,278,75,50,90,"ME",1,3.14,3.75,"1b",2243
47,278,75,50,90,"ME",1,3.86,3.75,"1b",2243
48,278,75,50,90,"ME",1,4.57,3.75,"1b",2243
49,278,75,50,90,"ME",1,5.86,3.75,"1b",2243
50,278,75,50,90,"ME",1,5.71,3.75,"1b",2243
51,278,75,50,90,"ME",1,6.14,3.75,"1b",2243
52,278,75,50,90,"ME",1,5.71,3.75,"1b",2243
0,926,75,50,90,"ME",1,0.86,3.75,"1",6817
1,926,75,50,90,"ME",1,1.43,3.75,"1",6817
1,926,75,50,90,"ME",1,1.43,3.75,"2",6818
