"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,557,90,75,75,"LS",1,0.86,3.125,"1",3600
1,557,90,75,75,"LS",1,1.57,3.125,"1",3600
2,557,90,75,75,"LS",1,2.71,3.125,"1",3600
3,557,90,75,75,"LS",1,3,3.125,"1",3600
4,557,90,75,75,"LS",1,4.86,3.125,"1",3600
5,557,90,75,75,"LS",1,6.86,3.125,"1",3600
6,557,90,75,75,"LS",1,12.57,3.125,"1",3600
7,557,90,75,75,"LS",1,12.43,3.125,"1",3600
8,557,90,75,75,"LS",1,19.29,3.125,"1",3600
9,557,90,75,75,"LS",1,22.86,3.125,"1",3600
10,557,90,75,75,"LS",1,29.71,3.125,"1",3600
11,557,90,75,75,"LS",1,49.14,3.125,"1",3600
12,557,90,75,75,"LS",1,53.14,3.125,"1",3600
13,557,90,75,75,"LS",1,72.57,3.125,"1",3600
14,557,90,75,75,"LS",1,102.86,3.125,"1",3600
15,557,90,75,75,"LS",1,146.29,3.125,"1",3600
16,557,90,75,75,"LS",1,192,3.125,"1",3600
17,557,90,75,75,"LS",1,201.14,3.125,"1",3600
17,557,90,75,75,"LS",1,201.14,3.125,"1b",3601
18,557,90,75,75,"LS",1,281.14,3.125,"1b",3601
19,557,90,75,75,"LS",1,411.43,3.125,"1b",3601
20,557,90,75,75,"LS",1,566.86,3.125,"1b",3601
21,557,90,75,75,"LS",1,630.86,3.125,"1b",3601
22,557,90,75,75,"LS",1,1014.86,3.125,"1b",3601
23,557,90,75,75,"LS",1,1115.43,3.125,"1b",3601
23,557,90,75,75,"LS",1,1115.43,3.125,"3",3602
24,557,90,75,75,"LS",1,877.71,3.125,"3",3602
25,557,90,75,75,"LS",1,877.71,3.125,"3",3602
26,557,90,75,75,"LS",1,877.71,3.125,"3",3602
27,557,90,75,75,"LS",1,804.57,3.125,"3",3602
28,557,90,75,75,"LS",1,393.14,3.125,"3",3602
29,557,90,75,75,"LS",1,237.71,3.125,"3",3602
30,557,90,75,75,"LS",1,173.71,3.125,"3",3602
30,557,90,75,75,"LS",1,173.71,3.125,"2",3603
31,557,90,75,75,"LS",1,121.14,3.125,"2",3603
32,557,90,75,75,"LS",1,80,3.125,"2",3603
33,557,90,75,75,"LS",1,114.29,3.125,"2",3603
33,557,90,75,75,"LS",1,114.29,3.125,"1b",3604
34,557,90,75,75,"LS",1,123.43,3.125,"1b",3604
35,557,90,75,75,"LS",1,130.29,3.125,"1b",3604
36,557,90,75,75,"LS",1,125.71,3.125,"1b",3604
36,557,90,75,75,"LS",1,125.71,3.125,"1",3605
37,557,90,75,75,"LS",1,98.29,3.125,"1",3605
38,557,90,75,75,"LS",1,93.71,3.125,"1",3605
39,557,90,75,75,"LS",1,89.14,3.125,"1",3605
40,557,90,75,75,"LS",1,91.43,3.125,"1",3605
41,557,90,75,75,"LS",1,68.57,3.125,"1",3605
42,557,90,75,75,"LS",1,38.86,3.125,"1",3605
43,557,90,75,75,"LS",1,13.71,3.125,"1",3605
44,557,90,75,75,"LS",1,17.71,3.125,"1",3605
45,557,90,75,75,"LS",1,13.71,3.125,"1",3605
46,557,90,75,75,"LS",1,4.29,3.125,"1",3605
47,557,90,75,75,"LS",1,7.43,3.125,"1",3605
48,557,90,75,75,"LS",1,6.86,3.125,"1",3605
49,557,90,75,75,"LS",1,7.57,3.125,"1",3605
50,557,90,75,75,"LS",1,5.57,3.125,"1",3605
51,557,90,75,75,"LS",1,4.57,3.125,"1",3605
52,557,90,75,75,"LS",1,2.57,3.125,"1",3605
0,1203,90,75,75,"LS",1,0.86,3.125,"1",8192
1,1203,90,75,75,"LS",1,1.43,3.125,"1",8192
2,1203,90,75,75,"LS",1,4.14,3.125,"1",8192
3,1203,90,75,75,"LS",1,2.71,3.125,"1",8192
4,1203,90,75,75,"LS",1,6,3.125,"1",8192
5,1203,90,75,75,"LS",1,8.43,3.125,"1",8192
6,1203,90,75,75,"LS",1,10.86,3.125,"1",8192
7,1203,90,75,75,"LS",1,14.29,3.125,"1",8192
8,1203,90,75,75,"LS",1,12.57,3.125,"1",8192
9,1203,90,75,75,"LS",1,27.43,3.125,"1",8192
10,1203,90,75,75,"LS",1,41.71,3.125,"1",8192
11,1203,90,75,75,"LS",1,56.57,3.125,"1",8192
12,1203,90,75,75,"LS",1,93.71,3.125,"1",8192
13,1203,90,75,75,"LS",1,130.29,3.125,"1",8192
14,1203,90,75,75,"LS",1,237.71,3.125,"1",8192
15,1203,90,75,75,"LS",1,235.43,3.125,"1",8192
15,1203,90,75,75,"LS",1,235.43,3.125,"1b",8193
16,1203,90,75,75,"LS",1,374.86,3.125,"1b",8193
17,1203,90,75,75,"LS",1,448,3.125,"1b",8193
18,1203,90,75,75,"LS",1,484.57,3.125,"1b",8193
19,1203,90,75,75,"LS",1,694.86,3.125,"1b",8193
20,1203,90,75,75,"LS",1,1124.57,3.125,"1b",8193
21,1203,90,75,75,"LS",1,1234.29,3.125,"1b",8193
21,1203,90,75,75,"LS",1,1234.29,3.125,"3",8194
22,1203,90,75,75,"LS",1,987.43,3.125,"3",8194
23,1203,90,75,75,"LS",1,1243.43,3.125,"3",8194
24,1203,90,75,75,"LS",1,1426.29,3.125,"3",8194
25,1203,90,75,75,"LS",1,1024,3.125,"3",8194
26,1203,90,75,75,"LS",1,512,3.125,"3",8194
