"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,556,75,75,90,"LS",1,0.86,3.125,"1",3598
1,556,75,75,90,"LS",1,1.57,3.125,"1",3598
2,556,75,75,90,"LS",1,2.71,3.125,"1",3598
3,556,75,75,90,"LS",1,3,3.125,"1",3598
4,556,75,75,90,"LS",1,4.86,3.125,"1",3598
5,556,75,75,90,"LS",1,6.86,3.125,"1",3598
6,556,75,75,90,"LS",1,13,3.125,"1",3598
7,556,75,75,90,"LS",1,11.57,3.125,"1",3598
8,556,75,75,90,"LS",1,13.57,3.125,"1",3598
9,556,75,75,90,"LS",1,13.71,3.125,"1",3598
10,556,75,75,90,"LS",1,11.43,3.125,"1",3598
11,556,75,75,90,"LS",1,11.43,3.125,"1",3598
12,556,75,75,90,"LS",1,8.14,3.125,"1",3598
13,556,75,75,90,"LS",1,11.71,3.125,"1",3598
14,556,75,75,90,"LS",1,16,3.125,"1",3598
15,556,75,75,90,"LS",1,30.71,3.125,"1",3598
16,556,75,75,90,"LS",1,41.14,3.125,"1",3598
17,556,75,75,90,"LS",1,55.43,3.125,"1",3598
18,556,75,75,90,"LS",1,73.14,3.125,"1",3598
19,556,75,75,90,"LS",1,98.29,3.125,"1",3598
20,556,75,75,90,"LS",1,96,3.125,"1",3598
21,556,75,75,90,"LS",1,134.86,3.125,"1",3598
22,556,75,75,90,"LS",1,162.29,3.125,"1",3598
23,556,75,75,90,"LS",1,150.86,3.125,"1",3598
24,556,75,75,90,"LS",1,217.14,3.125,"1",3598
24,556,75,75,90,"LS",1,217.14,3.125,"1b",3599
25,556,75,75,90,"LS",1,299.43,3.125,"1b",3599
26,556,75,75,90,"LS",1,338.29,3.125,"1b",3599
27,556,75,75,90,"LS",1,493.71,3.125,"1b",3599
28,556,75,75,90,"LS",1,621.71,3.125,"1b",3599
29,556,75,75,90,"LS",1,493.71,3.125,"1b",3599
30,556,75,75,90,"LS",1,512,3.125,"1b",3599
31,556,75,75,90,"LS",1,539.43,3.125,"1b",3599
32,556,75,75,90,"LS",1,411.43,3.125,"1b",3599
33,556,75,75,90,"LS",1,356.57,3.125,"1b",3599
34,556,75,75,90,"LS",1,411.43,3.125,"1b",3599
35,556,75,75,90,"LS",1,429.71,3.125,"1b",3599
36,556,75,75,90,"LS",1,228.57,3.125,"1b",3599
37,556,75,75,90,"LS",1,173.71,3.125,"1b",3599
38,556,75,75,90,"LS",1,73.14,3.125,"1b",3599
38,556,75,75,90,"LS",1,73.14,3.125,"1",3600
39,556,75,75,90,"LS",1,80,3.125,"1",3600
40,556,75,75,90,"LS",1,89.14,3.125,"1",3600
41,556,75,75,90,"LS",1,100.57,3.125,"1",3600
42,556,75,75,90,"LS",1,89.14,3.125,"1",3600
43,556,75,75,90,"LS",1,82.29,3.125,"1",3600
44,556,75,75,90,"LS",1,77.71,3.125,"1",3600
45,556,75,75,90,"LS",1,80,3.125,"1",3600
46,556,75,75,90,"LS",1,52.57,3.125,"1",3600
47,556,75,75,90,"LS",1,37.71,3.125,"1",3600
48,556,75,75,90,"LS",1,18.86,3.125,"1",3600
