"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,124,75,75,90,"AE",1,0.86,3.75,"1",1008
1,124,75,75,90,"AE",1,0.86,3.75,"1",1008
1,124,75,75,90,"AE",1,0.86,3.75,"2",1009
2,124,75,75,90,"AE",1,0.57,3.75,"2",1009
2,124,75,75,90,"AE",1,0.57,3.75,"3",1010
3,124,75,75,90,"AE",1,1.57,3.75,"3",1010
4,124,75,75,90,"AE",1,2.57,3.75,"3",1010
5,124,75,75,90,"AE",1,2.43,3.75,"3",1010
6,124,75,75,90,"AE",1,3.43,3.75,"3",1010
7,124,75,75,90,"AE",1,1.29,3.75,"3",1010
8,124,75,75,90,"AE",1,1.29,3.75,"3",1010
9,124,75,75,90,"AE",1,1.43,3.75,"3",1010
10,124,75,75,90,"AE",1,1.71,3.75,"3",1010
11,124,75,75,90,"AE",1,1,3.75,"3",1010
12,124,75,75,90,"AE",1,1.29,3.75,"3",1010
13,124,75,75,90,"AE",1,0.43,3.75,"3",1010
14,124,75,75,90,"AE",1,1.14,3.75,"3",1010
14,124,75,75,90,"AE",1,1.14,3.75,"2",1011
15,124,75,75,90,"AE",1,1.71,3.75,"2",1011
16,124,75,75,90,"AE",1,2.43,3.75,"2",1011
17,124,75,75,90,"AE",1,4,3.75,"2",1011
18,124,75,75,90,"AE",1,4.86,3.75,"2",1011
18,124,75,75,90,"AE",1,4.86,3.75,"3",1012
19,124,75,75,90,"AE",1,3.86,3.75,"3",1012
20,124,75,75,90,"AE",1,3.71,3.75,"3",1012
21,124,75,75,90,"AE",1,4.29,3.75,"3",1012
22,124,75,75,90,"AE",1,3.29,3.75,"3",1012
23,124,75,75,90,"AE",1,3,3.75,"3",1012
24,124,75,75,90,"AE",1,2.14,3.75,"3",1012
25,124,75,75,90,"AE",1,2.29,3.75,"3",1012
26,124,75,75,90,"AE",1,1.86,3.75,"3",1012
27,124,75,75,90,"AE",1,2.43,3.75,"3",1012
27,124,75,75,90,"AE",1,2.43,3.75,"2",1013
