"wk","tr","vu","ve1","ve2","str","rl","nc","R0","stg","id"
0,82,60,50,50,"AE",0,0.86,3.125,"1",630
1,82,60,50,50,"AE",0,1,3.125,"1",630
1,82,60,50,50,"AE",0,1,3.125,"2",631
2,82,60,50,50,"AE",0,1.43,3.125,"2",631
2,82,60,50,50,"AE",0,1.43,3.125,"3",632
3,82,60,50,50,"AE",0,1.14,3.125,"3",632
4,82,60,50,50,"AE",0,1.43,3.125,"3",632
5,82,60,50,50,"AE",0,0.57,3.125,"3",632
6,82,60,50,50,"AE",0,0.29,3.125,"3",632
6,82,60,50,50,"AE",0,0.29,3.125,"2",633
7,82,60,50,50,"AE",0,0,3.125,"2",633
8,82,60,50,50,"AE",0,0.29,3.125,"2",633
9,82,60,50,50,"AE",0,0.14,3.125,"2",633
10,82,60,50,50,"AE",0,0.14,3.125,"2",633
11,82,60,50,50,"AE",0,0,3.125,"2",633
12,82,60,50,50,"AE",0,0.14,3.125,"2",633
13,82,60,50,50,"AE",0,0,3.125,"2",633
14,82,60,50,50,"AE",0,0,3.125,"2",633
14,82,60,50,50,"AE",0,0,3.125,"1b",634
15,82,60,50,50,"AE",0,0.14,3.125,"1b",634
16,82,60,50,50,"AE",0,0.14,3.125,"1b",634
16,82,60,50,50,"AE",0,0.14,3.125,"2",635
17,82,60,50,50,"AE",0,0.43,3.125,"2",635
18,82,60,50,50,"AE",0,0.14,3.125,"2",635
19,82,60,50,50,"AE",0,0.43,3.125,"2",635
20,82,60,50,50,"AE",0,1,3.125,"2",635
21,82,60,50,50,"AE",0,1.86,3.125,"2",635
21,82,60,50,50,"AE",0,1.86,3.125,"3",636
22,82,60,50,50,"AE",0,0.71,3.125,"3",636
23,82,60,50,50,"AE",0,0.86,3.125,"3",636
24,82,60,50,50,"AE",0,0.71,3.125,"3",636
25,82,60,50,50,"AE",0,0.43,3.125,"3",636
25,82,60,50,50,"AE",0,0.43,3.125,"2",637
26,82,60,50,50,"AE",0,0.71,3.125,"2",637
27,82,60,50,50,"AE",0,0.71,3.125,"2",637
28,82,60,50,50,"AE",0,1.14,3.125,"2",637
29,82,60,50,50,"AE",0,1,3.125,"2",637
30,82,60,50,50,"AE",0,1.57,3.125,"2",637
31,82,60,50,50,"AE",0,1.71,3.125,"2",637
31,82,60,50,50,"AE",0,1.71,3.125,"3",638
32,82,60,50,50,"AE",0,3,3.125,"3",638
33,82,60,50,50,"AE",0,2.71,3.125,"3",638
34,82,60,50,50,"AE",0,2.43,3.125,"3",638
35,82,60,50,50,"AE",0,1.86,3.125,"3",638
36,82,60,50,50,"AE",0,4.29,3.125,"3",638
37,82,60,50,50,"AE",0,3.43,3.125,"3",638
38,82,60,50,50,"AE",0,4.43,3.125,"3",638
39,82,60,50,50,"AE",0,2.86,3.125,"3",638
40,82,60,50,50,"AE",0,3.29,3.125,"3",638
41,82,60,50,50,"AE",0,3.57,3.125,"3",638
42,82,60,50,50,"AE",0,4.14,3.125,"3",638
43,82,60,50,50,"AE",0,5.57,3.125,"3",638
44,82,60,50,50,"AE",0,4,3.125,"3",638
45,82,60,50,50,"AE",0,5.43,3.125,"3",638
46,82,60,50,50,"AE",0,3.43,3.125,"3",638
47,82,60,50,50,"AE",0,4.86,3.125,"3",638
48,82,60,50,50,"AE",0,7.71,3.125,"3",638
49,82,60,50,50,"AE",0,5.14,3.125,"3",638
49,82,60,50,50,"AE",0,5.14,3.125,"4",639
50,82,60,50,50,"AE",0,4.71,3.125,"4",639
51,82,60,50,50,"AE",0,5.43,3.125,"4",639
52,82,60,50,50,"AE",0,2.86,3.125,"4",639
0,730,60,50,50,"AE",0,0.86,3.125,"1",5109
1,730,60,50,50,"AE",0,1.43,3.125,"1",5109
1,730,60,50,50,"AE",0,1.43,3.125,"2",5110
2,730,60,50,50,"AE",0,1.14,3.125,"2",5110
2,730,60,50,50,"AE",0,1.14,3.125,"3",5111
3,730,60,50,50,"AE",0,0.86,3.125,"3",5111
4,730,60,50,50,"AE",0,0.57,3.125,"3",5111
5,730,60,50,50,"AE",0,0.86,3.125,"3",5111
5,730,60,50,50,"AE",0,0.86,3.125,"2",5112
6,730,60,50,50,"AE",0,3.14,3.125,"2",5112
6,730,60,50,50,"AE",0,3.14,3.125,"3",5113
7,730,60,50,50,"AE",0,1,3.125,"3",5113
8,730,60,50,50,"AE",0,1.29,3.125,"3",5113
9,730,60,50,50,"AE",0,0.71,3.125,"3",5113
10,730,60,50,50,"AE",0,0.43,3.125,"3",5113
11,730,60,50,50,"AE",0,0.57,3.125,"3",5113
11,730,60,50,50,"AE",0,0.57,3.125,"2",5114
12,730,60,50,50,"AE",0,1.14,3.125,"2",5114
13,730,60,50,50,"AE",0,0.43,3.125,"2",5114
14,730,60,50,50,"AE",0,0,3.125,"2",5114
15,730,60,50,50,"AE",0,0,3.125,"2",5114
16,730,60,50,50,"AE",0,0.29,3.125,"2",5114
16,730,60,50,50,"AE",0,0.29,3.125,"1b",5115
17,730,60,50,50,"AE",0,0.86,3.125,"1b",5115
17,730,60,50,50,"AE",0,0.86,3.125,"2",5116
18,730,60,50,50,"AE",0,0.43,3.125,"2",5116
19,730,60,50,50,"AE",0,0,3.125,"2",5116
20,730,60,50,50,"AE",0,0,3.125,"2",5116
21,730,60,50,50,"AE",0,0,3.125,"2",5116
21,730,60,50,50,"AE",0,0,3.125,"1b",5117
22,730,60,50,50,"AE",0,0,3.125,"1b",5117
23,730,60,50,50,"AE",0,0,3.125,"1b",5117
24,730,60,50,50,"AE",0,0,3.125,"1b",5117
24,730,60,50,50,"AE",0,0,3.125,"1",5118
25,730,60,50,50,"AE",0,0,3.125,"1",5118
26,730,60,50,50,"AE",0,0.29,3.125,"1",5118
27,730,60,50,50,"AE",0,0.14,3.125,"1",5118
27,730,60,50,50,"AE",0,0.14,3.125,"2",5119
28,730,60,50,50,"AE",0,0.29,3.125,"2",5119
29,730,60,50,50,"AE",0,0.57,3.125,"2",5119
30,730,60,50,50,"AE",0,0.57,3.125,"2",5119
31,730,60,50,50,"AE",0,0,3.125,"2",5119
32,730,60,50,50,"AE",0,0.14,3.125,"2",5119
33,730,60,50,50,"AE",0,0,3.125,"2",5119
34,730,60,50,50,"AE",0,0,3.125,"2",5119
34,730,60,50,50,"AE",0,0,3.125,"1b",5120
35,730,60,50,50,"AE",0,0.29,3.125,"1b",5120
36,730,60,50,50,"AE",0,0.43,3.125,"1b",5120
36,730,60,50,50,"AE",0,0.43,3.125,"2",5121
37,730,60,50,50,"AE",0,0,3.125,"2",5121
38,730,60,50,50,"AE",0,0.14,3.125,"2",5121
39,730,60,50,50,"AE",0,0.14,3.125,"2",5121
40,730,60,50,50,"AE",0,0.14,3.125,"2",5121
40,730,60,50,50,"AE",0,0.14,3.125,"1b",5122
41,730,60,50,50,"AE",0,1,3.125,"1b",5122
41,730,60,50,50,"AE",0,1,3.125,"2",5123
42,730,60,50,50,"AE",0,1,3.125,"2",5123
43,730,60,50,50,"AE",0,1.29,3.125,"2",5123
43,730,60,50,50,"AE",0,1.29,3.125,"3",5124
44,730,60,50,50,"AE",0,0.71,3.125,"3",5124
45,730,60,50,50,"AE",0,0.14,3.125,"3",5124
46,730,60,50,50,"AE",0,0.86,3.125,"3",5124
47,730,60,50,50,"AE",0,0.57,3.125,"3",5124
47,730,60,50,50,"AE",0,0.57,3.125,"2",5125
48,730,60,50,50,"AE",0,1.57,3.125,"2",5125
48,730,60,50,50,"AE",0,1.57,3.125,"3",5126
49,730,60,50,50,"AE",0,0.57,3.125,"3",5126
50,730,60,50,50,"AE",0,0.57,3.125,"3",5126
51,730,60,50,50,"AE",0,1,3.125,"3",5126
